time,temperatrue,rainfall,wind_direction,wind_speed,humidity,pressure,ground_tem,ulsan
2015-10-04 11:00:00,21.5,0,3.2,50,47,12,32.5,242
2015-10-04 12:00:00,22.8,0,2.6,20,46,12.7,38.1,281
2015-10-04 13:00:00,23.8,0,2.3,360,37,10.9,42,267
2015-10-04 14:00:00,24.8,0,1.6,70,37,11.6,44,334
2015-10-04 15:00:00,22.9,0,3.3,160,45,12.5,30.2,270
2015-10-04 16:00:00,21.2,0,3.8,160,51,12.8,23.8,116
2015-10-04 17:00:00,20.9,0,2.2,160,50,12.3,22.1,61
2015-10-04 18:00:00,19.5,0,2.1,140,56,12.6,18.6,10
2015-10-04 19:00:00,18.2,0,1.1,160,61,12.7,16.9,0
2015-10-04 20:00:00,17.3,0,0.9,160,65,12.8,16,0
2015-10-04 21:00:00,17.5,0,1.4,70,66,13.1,15.8,0
2015-10-04 22:00:00,16.7,0,1.7,90,69,13,14.8,0
2015-10-04 23:00:00,16.5,0,2.5,50,70,13.1,14.7,0
2015-10-05 0:00:00,15.8,0,1.4,90,71,12.7,13.5,0
2015-10-05 1:00:00,14.9,0,0.9,50,76,12.8,13.3,0
2015-10-05 2:00:00,14.2,0,1,50,77,12.4,12.4,0
2015-10-05 3:00:00,13.7,0,1.7,50,78,12.2,11.7,0
2015-10-05 4:00:00,13.2,0,1.4,50,78,11.8,11.3,0
2015-10-05 5:00:00,13.4,0,1.9,50,76,11.6,12,0
2015-10-05 6:00:00,13.3,0,0.9,50,76,11.6,12.5,0
2015-10-05 7:00:00,13.5,0,0.8,90,77,11.9,13.4,1
2015-10-05 8:00:00,14.5,0,0.6,90,75,12.4,15.6,18
2015-10-05 9:00:00,16.2,0,0.9,90,70,12.9,20.6,49
2015-10-05 10:00:00,19.1,0,1.2,360,63,13.8,28.8,151
2015-10-05 11:00:00,21.7,0,2.3,20,47,12.1,36.5,286
2015-10-05 12:00:00,23,0,2.3,360,43,12,40.3,329
2015-10-05 13:00:00,24.4,0,1.7,110,42,12.8,43,339
2015-10-05 14:00:00,25.2,0,2,110,41,13.1,45.7,323
2015-10-05 15:00:00,24.2,0,2.6,90,44,13.2,42,285
2015-10-05 16:00:00,24,0,1.9,110,46,13.7,35.2,214
2015-10-05 17:00:00,21.9,0,3.6,110,50,13,22.8,100
2015-10-05 18:00:00,20.2,0,1.9,140,54,12.7,18.7,7
2015-10-05 19:00:00,19.3,0,1.7,90,56,12.4,16.6,0
2015-10-05 20:00:00,17.5,0,2,50,65,12.9,15.2,0
2015-10-05 21:00:00,16.5,0,0.8,70,69,12.9,14.2,0
2015-10-05 22:00:00,16,0,1.5,70,72,13,13.8,0
2015-10-05 23:00:00,14.9,0,1,250,75,12.7,12.8,0
2015-10-06 0:00:00,14.1,0,0.7,90,76,12.2,12,0
2015-10-06 1:00:00,13.7,0,1.2,70,78,12.2,11.7,0
2015-10-06 2:00:00,13.1,0,0.6,110,81,12.2,11.2,0
2015-10-06 3:00:00,12.6,0,1.1,90,83,12,10.7,0
2015-10-06 4:00:00,12.2,0,0.7,70,84,11.9,10.4,0
2015-10-06 5:00:00,12,0,0.9,50,85,11.9,10.1,0
2015-10-06 6:00:00,11.8,0,1.1,50,85,11.7,9.8,0
2015-10-06 7:00:00,11.9,0,0.6,50,85,11.8,10.5,3
2015-10-06 8:00:00,13.8,0,0.8,90,83,13,12.7,52
2015-10-06 9:00:00,17,0,0.6,50,69,13.3,23.9,148
2015-10-06 10:00:00,20.4,0,0.7,180,59,14.1,30.1,238
2015-10-06 11:00:00,22.5,0,1,250,53,14.4,37.6,293
2015-10-06 12:00:00,24,0,0.9,270,48,14.3,41.8,326
2015-10-06 13:00:00,25.1,0,1.6,360,44,13.9,44.8,335
2015-10-06 14:00:00,25.9,0,1.5,90,40,13.3,44,319
2015-10-06 15:00:00,25,0,3.4,230,48,15.2,38.3,278
2015-10-06 16:00:00,24.9,0,2.7,230,51,16,34.6,210
2015-10-06 17:00:00,23.7,0,2.2,230,54,15.8,23.9,98
2015-10-06 18:00:00,20.8,0,0.2,0,62,15.2,19.2,5
2015-10-06 19:00:00,18.6,0,0.5,180,69,14.7,16.6,0
2015-10-06 20:00:00,18,0,0.5,160,71,14.6,15.5,0
2015-10-06 21:00:00,16.6,0,0.6,140,76,14.3,14.5,0
2015-10-06 22:00:00,16.7,0,1.6,90,76,14.4,14.3,0
2015-10-06 23:00:00,16,0,0.4,0,77,13.9,13.3,0
2015-10-07 0:00:00,15.2,0,0.6,70,80,13.7,12.7,0
2015-10-07 1:00:00,14.8,0,1.1,20,82,13.7,12.5,0
2015-10-07 2:00:00,14.3,0,0.8,50,83,13.5,12.1,0
2015-10-07 3:00:00,13.3,0,0.5,70,83,12.6,11.3,0
2015-10-07 4:00:00,13,0,1.1,90,85,12.7,10.9,0
2015-10-07 5:00:00,13.2,0,1.6,20,84,12.7,11,0
2015-10-07 6:00:00,12.5,0,1.1,50,84,12.1,10.5,0
2015-10-07 7:00:00,12.2,0,0.4,0,84,11.9,11.2,2
2015-10-07 8:00:00,14.3,0,0.4,0,81,13.1,13.6,45
2015-10-07 9:00:00,18.7,0,1,140,67,14.4,24.7,136
2015-10-07 10:00:00,22.1,0,1,70,59,15.7,31.8,231
2015-10-07 11:00:00,23.1,0,2.6,90,53,14.9,37.7,292
2015-10-07 12:00:00,24.3,0,3.1,110,46,13.9,35.9,297
2015-10-07 13:00:00,24.9,0,2.5,50,47,14.8,41.8,340
2015-10-07 14:00:00,25.5,0,2.4,90,43,13.9,43.4,319
2015-10-07 15:00:00,25.8,0,3.6,110,38,12.5,42.1,279
2015-10-07 16:00:00,23.6,0,3.2,110,42,12.2,26.9,208
2015-10-07 17:00:00,22.5,0,3.2,110,49,13.3,23.6,81
2015-10-07 18:00:00,21.3,0,3.1,70,52,13.1,19.7,7
2015-10-07 19:00:00,19.8,0,1.6,90,49,11.2,17.3,0
2015-10-07 20:00:00,19.6,0,2.8,70,51,11.6,17,0
2015-10-07 21:00:00,18.4,0,2.3,50,54,11.4,15,0
2015-10-07 22:00:00,16.6,0,0.6,50,63,11.9,13.3,0
2015-10-07 23:00:00,15.1,0,0.9,90,70,11.9,12,0
2015-10-08 0:00:00,13.6,0,0.4,0,75,11.6,11.3,0
2015-10-08 1:00:00,13.6,0,0.6,200,77,11.9,11.1,0
2015-10-08 2:00:00,13,0,0.3,0,79,11.8,10.8,0
2015-10-08 3:00:00,12.8,0,0.6,160,80,11.8,10.7,0
2015-10-08 4:00:00,12.8,0,0.9,20,82,12,11.3,0
2015-10-08 5:00:00,13.2,0,0.7,180,82,12.4,11.7,0
2015-10-08 6:00:00,12.2,0,0,0,83,11.7,10.2,0
2015-10-08 7:00:00,13,0,0.2,0,85,12.7,11.6,3
2015-10-08 8:00:00,15.7,0,0.4,0,82,14.6,17.5,52
2015-10-08 9:00:00,17.6,0,0.3,0,70,14,25.5,113
2015-10-08 10:00:00,18.1,0,1.6,230,67,13.8,24.6,130
2015-10-08 11:00:00,19.4,0,1.8,230,57,12.8,26.4,212
2015-10-08 12:00:00,21,0,1.4,250,53,13.1,33.9,301
2015-10-08 13:00:00,22.2,0,2.6,200,40,10.6,32.8,302
2015-10-08 14:00:00,23.1,0,1.7,230,45,12.7,34.5,215
2015-10-08 15:00:00,24.1,0,1.6,250,38,11.3,38.5,225
2015-10-08 16:00:00,23.5,0,1,200,40,11.6,28.8,198
2015-10-08 17:00:00,23.7,0,0.8,200,40,11.6,21.9,86
2015-10-08 18:00:00,19.8,0,1.9,200,54,12.4,17.4,6
2015-10-08 19:00:00,18.2,0,1.4,250,66,13.7,15,0
2015-10-08 20:00:00,17.1,0,2.4,200,69,13.4,15.1,0
2015-10-08 21:00:00,15.9,0,0.3,0,72,12.9,13.3,0
2015-10-08 22:00:00,15.3,0,1,230,74,12.8,12.8,0
2015-10-08 23:00:00,14.7,0,1.5,230,77,12.9,12.6,0
2015-10-09 0:00:00,14.7,0,2.4,200,79,13.1,12.9,0
2015-10-09 1:00:00,14.5,0,1.3,230,79,12.9,12.5,0
2015-10-09 2:00:00,14.1,0,1.2,230,82,13.1,12.4,0
2015-10-09 3:00:00,14.2,0,1.5,230,83,13.4,13,0
2015-10-09 4:00:00,14.5,0,2.3,230,82,13.5,12.8,0
2015-10-09 5:00:00,14.5,0,2,200,83,13.7,12.7,0
2015-10-09 6:00:00,14.5,0,1.7,250,81,13.3,12.5,0
2015-10-09 7:00:00,15.3,0,2.2,200,78,13.5,14.2,2
2015-10-09 8:00:00,16.3,0,1.6,250,78,14.4,18,19
2015-10-09 9:00:00,17.5,0,2.2,200,69,13.7,19.5,45
2015-10-09 10:00:00,19.9,0,2.1,230,62,14.3,29.2,159
2015-10-09 11:00:00,21.8,0,1.4,340,54,14,34,157
2015-10-09 12:00:00,22.9,0,1.8,340,53,14.8,39.7,233
2015-10-09 13:00:00,23.3,0,2.4,250,45,12.8,41,306
2015-10-09 14:00:00,23.9,0,2.1,320,41,12.1,42.3,313
2015-10-09 15:00:00,24.2,0,2.6,290,37,11.1,38.4,256
2015-10-09 16:00:00,23.5,0,3.1,270,35,10.1,34.1,203
2015-10-09 17:00:00,23,0,2.4,270,35,9.8,21.7,83
2015-10-09 18:00:00,19.4,0,1.3,200,48,10.7,16.7,5
2015-10-09 19:00:00,17.5,0,1.4,180,45,9,14.2,0
2015-10-09 20:00:00,16,0,1.1,140,50,9,12.4,0
2015-10-09 21:00:00,14.3,0,0.3,0,58,9.4,11,0
2015-10-09 22:00:00,13.3,0,0.2,0,65,9.9,10.2,0
2015-10-09 23:00:00,12.2,0,1.1,50,65,9.2,9.2,0
2015-10-10 0:00:00,11.3,0,0.6,230,69,9.2,8.7,0
2015-10-10 1:00:00,11,0,0.3,0,73,9.5,8.3,0
2015-10-10 2:00:00,10,0,0.2,0,78,9.5,7.8,0
2015-10-10 3:00:00,9.8,0,0.9,250,81,9.7,7.5,0
2015-10-10 4:00:00,9,0,0.6,230,80,9.2,7,0
2015-10-10 5:00:00,8.4,0,0.4,0,82,9,6.4,0
2015-10-10 6:00:00,8.1,0,1,250,83,8.9,6.1,0
2015-10-10 7:00:00,8.3,0,0.6,180,84,9.2,7,0
2015-10-10 8:00:00,10.7,0,0,0,81,10.4,11,29
2015-10-10 9:00:00,14.1,0,1.1,230,63,10.1,21.1,116
2015-10-10 10:00:00,17.6,0,0.8,160,51,10.2,27.9,203
2015-10-10 11:00:00,19.8,0,0.8,250,44,10.1,36.2,307
2015-10-10 12:00:00,20.8,0,2.1,200,42,10.3,38.6,335
2015-10-10 13:00:00,21.5,0,1.4,90,37,9.4,41.2,337
2015-10-10 14:00:00,21.7,0,4.8,230,38,9.8,33.8,322
2015-10-10 15:00:00,22,0,4.9,230,40,10.5,33.7,280
2015-10-10 16:00:00,21.8,0,4.8,250,44,11.4,29.8,198
2015-10-10 17:00:00,20.5,0,4.9,230,51,12.3,20.9,80
2015-10-10 18:00:00,19.8,0,3.4,230,55,12.6,19,5
2015-10-10 19:00:00,19.3,0,4.4,230,59,13.1,18.4,0
2015-10-10 20:00:00,18.2,0,3.5,230,66,13.7,16.3,0
2015-10-10 21:00:00,16.9,0,1.8,230,72,13.8,14.4,0
2015-10-10 22:00:00,16.8,0,2.9,200,75,14.3,14.8,0
2015-10-10 23:00:00,17.1,0,2.2,230,71,13.7,14.3,0
2015-10-11 0:00:00,17.7,0,4.5,230,66,13.3,15.5,0
2015-10-11 1:00:00,17.6,0,2.9,270,64,12.9,15.8,0
2015-10-11 2:00:00,16.8,0,1.3,290,67,12.8,15,0
2015-10-11 3:00:00,16.7,0,4.2,320,55,10.4,14.6,0
2015-10-11 4:00:00,15.4,0,4.5,320,55,9.5,13,0
2015-10-11 5:00:00,14.4,0,2.5,270,52,8.5,11.2,0
2015-10-11 6:00:00,13.8,0,2.9,320,55,8.7,11.2,0
2015-10-11 7:00:00,13.1,0,1.8,320,59,8.8,10.4,1
2015-10-11 8:00:00,14,0,1.5,250,57,9.1,11.7,48
2015-10-11 9:00:00,15.3,0,2.2,290,52,9,22.5,149
2015-10-11 10:00:00,15.9,0,4.1,270,45,8.1,25.9,245
2015-10-11 11:00:00,17.1,0,3.1,270,41,8,33,303
2015-10-11 12:00:00,17.7,0,2.7,270,39,7.8,29.4,333
2015-10-11 13:00:00,18.7,0,3.9,290,39,8.4,32.7,344
2015-10-11 14:00:00,19.1,0,3.4,250,36,7.9,30.1,282
2015-10-11 15:00:00,19.5,0,3.7,290,38,8.5,28.2,195
2015-10-11 16:00:00,19.7,0,4.2,250,39,8.9,29.3,85
2015-10-11 17:00:00,18.9,0,3.2,270,41,8.9,20.2,85
2015-10-11 18:00:00,17.7,0,3.8,270,46,9.3,16.6,5
2015-10-11 19:00:00,16.5,0,2.8,230,53,9.9,14.7,0
2015-10-11 20:00:00,15.9,0,3.1,200,55,9.9,13.8,0
2015-10-11 21:00:00,14.7,0,1.1,180,60,10,12.1,0
2015-10-11 22:00:00,13.9,0,1.3,180,63,9.9,11.4,0
2015-10-11 23:00:00,13.2,0,1.6,200,65,9.8,10.9,0
2015-10-12 0:00:00,14.2,0,1.4,200,62,10,12.7,0
2015-10-12 1:00:00,14.5,0,0.5,230,62,10.2,13.3,0
2015-10-12 2:00:00,13.9,0,1.1,180,64,10.1,12.2,0
2015-10-12 3:00:00,12.7,0,1.3,200,67,9.8,10.1,0
2015-10-12 4:00:00,12.5,0,1.1,180,69,9.9,9.6,0
2015-10-12 5:00:00,11.8,0,1.5,200,73,10.1,9.3,0
2015-10-12 6:00:00,11.7,0,1.9,230,73,10,9.1,0
2015-10-12 7:00:00,12.1,0,1.3,250,75,10.5,12,0
2015-10-12 8:00:00,13.9,0,1.2,230,73,11.6,12.4,37
2015-10-12 9:00:00,16,0,1.7,230,58,10.5,20.2,64
2015-10-12 10:00:00,17,0,1.7,290,55,10.6,23.9,51
2015-10-12 11:00:00,17.4,0,1.6,340,52,10.3,25.6,72
2015-10-12 12:00:00,16.9,0,3.3,320,50,9.5,20.8,171
2015-10-12 13:00:00,19.3,0,4.4,340,40,8.9,36.8,189
2015-10-12 14:00:00,19.8,0,4.4,320,37,8.5,35.7,284
2015-10-12 15:00:00,20.2,0,4.4,290,34,8,34.4,283
2015-10-12 16:00:00,19.6,0,3.4,360,35,8,28.7,212
2015-10-12 17:00:00,19,0,3,340,36,7.8,18.2,78
2015-10-12 18:00:00,17.3,0,1.4,290,39,7.6,14.1,3
2015-10-12 19:00:00,14.9,0,1.1,180,51,8.6,12.1,0
2015-10-12 20:00:00,13.8,0,2.3,230,56,8.8,11,0
2015-10-12 21:00:00,14.5,0,1.5,180,50,8.2,10.7,0
2015-10-12 22:00:00,14.9,0,1.5,250,48,8.1,10.9,0
2015-10-12 23:00:00,15.6,0,1.9,200,44,7.7,11.5,0
2015-10-13 0:00:00,14.9,0,2.6,290,47,7.9,11,0
2015-10-13 1:00:00,13.9,0,1.4,290,51,8.1,9.8,0
2015-10-13 2:00:00,12.6,0,1.5,180,57,8.2,9.1,0
2015-10-13 3:00:00,11.9,0,1.7,180,59,8.2,8.5,0
2015-10-13 4:00:00,11,0,1.7,250,63,8.2,8.1,0
2015-10-13 5:00:00,10.7,0,1.1,200,70,9,7.3,0
2015-10-13 6:00:00,10.5,0,2.4,200,71,9,8,0
2015-10-13 7:00:00,10.6,0,2.3,200,73,9.3,8.7,2
2015-10-13 8:00:00,12,0,1.8,200,71,9.9,10.5,45
2015-10-13 9:00:00,15.7,0,1.6,230,55,9.7,22.2,144
2015-10-13 10:00:00,18,0,1.6,270,45,9.2,28.3,243
2015-10-13 11:00:00,19.8,0,2.7,320,38,8.7,34.8,303
2015-10-13 12:00:00,20.6,0,2.3,290,33,8,39.1,331
2015-10-13 13:00:00,21.8,0,3.5,340,30,7.8,40.1,334
2015-10-13 14:00:00,23.3,0,2.7,320,30,8.5,40.8,308
2015-10-13 15:00:00,23.4,0,2,320,29,8.3,40.4,262
2015-10-13 16:00:00,23.1,0,1.6,290,31,8.7,34.9,192
2015-10-13 17:00:00,22.1,0,2,250,32,8.5,20.6,78
2015-10-13 18:00:00,18.1,0,1.5,160,45,9.3,15.3,4
2015-10-13 19:00:00,16.1,0,1.2,250,54,9.8,12.6,0
2015-10-13 20:00:00,14.6,0,1,200,61,10.1,11.4,0
2015-10-13 21:00:00,13,0,0.5,140,71,10.6,10.2,0
2015-10-13 22:00:00,11.9,0,0.5,180,76,10.5,9.4,0
2015-10-13 23:00:00,11.2,0,0.2,0,80,10.6,8.8,0
2015-10-14 0:00:00,10.6,0,0.6,230,82,10.4,8,0
2015-10-14 1:00:00,10.5,0,1,200,83,10.5,7.8,0
2015-10-14 2:00:00,11.4,0,1.5,200,79,10.6,8,0
2015-10-14 3:00:00,11.5,0,1.8,200,79,10.6,8.6,0
2015-10-14 4:00:00,10.5,0,1.5,250,82,10.4,7.7,0
2015-10-14 5:00:00,10.9,0,2.2,230,82,10.6,8.1,0
2015-10-14 6:00:00,10.3,0,1,180,82,10.2,6.9,0
2015-10-14 7:00:00,10.5,0,1.8,200,83,10.5,8,1
2015-10-14 8:00:00,12.9,0,2.1,200,79,11.7,10.2,45
2015-10-14 9:00:00,15.9,0,1.3,200,65,11.7,22.2,140
2015-10-14 10:00:00,18.3,0,1.2,250,58,12.1,28.8,235
2015-10-14 11:00:00,21.3,0,1.1,230,45,11.3,36.5,295
2015-10-14 12:00:00,23,0,0.7,20,36,10.1,41.8,318
2015-10-14 13:00:00,24.7,0,1.6,320,33,10.2,43.6,323
2015-10-14 14:00:00,25.4,0,1.7,340,35,11.3,44.2,300
2015-10-14 15:00:00,24.4,0,2.7,160,37,11.2,38.7,253
2015-10-14 16:00:00,23.1,0,3.2,140,43,12.1,32.7,180
2015-10-14 17:00:00,21.4,0,2.1,140,49,12.4,21,68
2015-10-14 18:00:00,19,0,2.7,140,55,12,17.1,3
2015-10-14 19:00:00,18.7,0,1.4,90,61,13.1,15.4,0
2015-10-14 20:00:00,17.3,0,1.8,20,69,13.6,14.5,0
2015-10-14 21:00:00,16.1,0,0.7,110,73,13.3,12.9,0
2015-10-14 22:00:00,14.5,0,0.6,20,80,13.1,11.8,0
2015-10-14 23:00:00,14.2,0,1.1,70,83,13.4,11.1,0
2015-10-15 0:00:00,14.1,0,0.9,50,82,13.1,11,0
2015-10-15 1:00:00,12.9,0,0.5,140,84,12.4,9.9,0
2015-10-15 2:00:00,12.6,0,0.7,90,85,12.4,9.6,0
2015-10-15 3:00:00,12.7,0,0.5,360,86,12.6,9.9,0
2015-10-15 4:00:00,12.5,0,0.4,0,87,12.5,10.5,0
2015-10-15 5:00:00,12.8,0,1.1,50,87,12.8,11.2,0
2015-10-15 6:00:00,12.4,0,0.8,110,86,12.4,9.6,0
2015-10-15 7:00:00,12.1,0,0.5,160,86,12.1,10.3,1
2015-10-15 8:00:00,14.1,0,0.9,90,87,13.9,15.9,48
2015-10-15 9:00:00,16.7,0,0.3,0,77,14.6,22.6,124
2015-10-15 10:00:00,18.5,0,0.8,230,67,14.2,23.6,194
2015-10-15 11:00:00,20.3,0,0.8,230,62,14.7,27.1,244
2015-10-15 12:00:00,21.6,0,1.6,200,56,14.4,33.5,159
2015-10-15 13:00:00,23.8,0,1.2,320,48,14.1,41.2,224
2015-10-15 14:00:00,23.7,0,2.2,230,49,14.3,40.2,262
2015-10-15 15:00:00,23.5,0,2,180,50,14.4,37.2,243
2015-10-15 16:00:00,24,0,0.9,160,49,14.6,33.4,186
2015-10-15 17:00:00,21.2,0,2.8,140,56,14,21.7,69
2015-10-15 18:00:00,19.8,0,2.2,160,60,13.8,18.7,3
2015-10-15 19:00:00,18.5,0,1.1,180,63,13.4,15.5,0
2015-10-15 20:00:00,16.6,0,1,110,72,13.6,13.9,0
2015-10-15 21:00:00,16.5,0,1.3,90,74,13.8,13.9,0
2015-10-15 22:00:00,15.5,0,1,50,77,13.5,13,0
2015-10-15 23:00:00,15.1,0,1.4,90,77,13.1,12.7,0
2015-10-16 0:00:00,14.6,0,1,50,79,13,11.9,0
2015-10-16 1:00:00,13.9,0,0.7,50,82,12.9,12.3,0
2015-10-16 2:00:00,13.7,0,1.1,90,82,12.8,11.8,0
2015-10-16 3:00:00,13.2,0,0.5,140,83,12.5,10.4,0
2015-10-16 4:00:00,12.5,0,1,90,85,12.3,9.7,0
2015-10-16 5:00:00,12,0,0.8,90,86,12,9.3,0
2015-10-16 6:00:00,12.2,0,1.5,50,87,12.3,9.4,0
2015-10-16 7:00:00,11.8,0,0.6,70,86,11.9,9.4,1
2015-10-16 8:00:00,13.8,0,1.2,90,85,13.4,12.6,39
2015-10-16 9:00:00,17.1,0,1.3,90,72,14,24.4,107
2015-10-16 10:00:00,20,0,0.7,320,61,14.2,30.2,135
2015-10-16 11:00:00,22.6,0,2,360,50,13.7,38,183
2015-10-16 12:00:00,23.8,0,1.7,360,48,14.1,43.4,157
2015-10-16 13:00:00,24.5,0,2,110,46,14.1,41.9,334
2015-10-16 14:00:00,25,0,2.2,90,43,13.6,45.8,297
2015-10-16 15:00:00,24.1,0,3.3,110,48,14.3,38.5,243
2015-10-16 16:00:00,22.3,0,2.6,110,54,14.5,29.1,91
2015-10-16 17:00:00,21,0,3.5,110,59,14.6,21.2,21
2015-10-16 18:00:00,20.3,0,2.7,90,60,14.2,18,2
2015-10-16 19:00:00,19.7,0,2.6,90,63,14.4,16.9,0
2015-10-16 20:00:00,19.1,0,3,50,66,14.5,16.4,0
2015-10-16 21:00:00,18.2,0,2.3,50,71,14.8,15.1,0
2015-10-16 22:00:00,17.9,0,2.1,50,72,14.7,14.4,0
2015-10-16 23:00:00,16,0,1.2,50,78,14.1,12.8,0
2015-10-17 0:00:00,14.5,0,0.2,0,82,13.5,11.4,0
2015-10-17 1:00:00,13.7,0,0.4,0,85,13.3,10.5,0
2015-10-17 2:00:00,13.4,0,0.2,0,86,13.1,10.3,0
2015-10-17 3:00:00,12.9,0,1,110,87,12.9,9.9,0
2015-10-17 4:00:00,12.3,0,0.1,0,87,12.4,9.2,0
2015-10-17 5:00:00,12.2,0,1,50,87,12.3,8.9,0
2015-10-17 6:00:00,11.8,0,0.4,0,88,12.1,8.6,0
2015-10-17 7:00:00,12,0,1,110,88,12.3,9.1,1
2015-10-17 8:00:00,13.4,0,0.5,160,88,13.5,11.5,44
2015-10-17 9:00:00,16.7,0,0.8,180,76,14.4,23.7,140
2015-10-17 10:00:00,18.9,0,1.5,270,64,13.9,30.1,233
2015-10-17 11:00:00,22.4,0,2.4,20,52,14,38.5,274
2015-10-17 12:00:00,23.5,0,2.8,50,41,11.8,40.9,317
2015-10-17 13:00:00,24.1,0,2.3,90,46,13.7,41.4,330
2015-10-17 14:00:00,24.9,0,3,90,36,11.2,44.1,313
2015-10-17 15:00:00,24.9,0,3.4,110,38,11.9,41.3,269
2015-10-17 16:00:00,24,0,2.6,140,48,14.3,35.3,199
2015-10-17 17:00:00,22.3,0,3.3,140,54,14.5,21.6,75
2015-10-17 18:00:00,20.9,0,2.8,70,58,14.3,17.8,1
2015-10-17 19:00:00,19.1,0,0.9,270,64,14.1,15.9,0
2015-10-17 20:00:00,16.8,0,0.9,250,73,13.9,13.5,0
2015-10-17 21:00:00,15.4,0,0.3,0,78,13.6,12,0
2015-10-17 22:00:00,14.8,0,1.5,90,81,13.6,11.7,0
2015-10-17 23:00:00,13.9,0,1.1,50,83,13.1,10.4,0
2015-10-18 0:00:00,13,0,0.8,110,83,12.4,9.7,0
2015-10-18 1:00:00,12.6,0,0.9,50,85,12.4,9.5,0
2015-10-18 2:00:00,11.8,0,0.6,140,85,11.7,8.5,0
2015-10-18 3:00:00,11.6,0,1,50,86,11.7,8.3,0
2015-10-18 4:00:00,11.5,0,0.9,50,87,11.8,8.1,0
2015-10-18 5:00:00,10.9,0,0.7,50,87,11.3,7.8,0
2015-10-18 6:00:00,10.8,0,1,70,87,11.2,7.6,0
2015-10-18 7:00:00,10.4,0,0.1,0,87,10.9,7.7,1
2015-10-18 8:00:00,12.1,0,1.1,110,87,12.2,10.4,43
2015-10-18 9:00:00,15.9,0,0.6,200,74,13.3,23.4,136
2015-10-18 10:00:00,19.2,0,1.8,200,61,13.5,27.9,229
2015-10-18 11:00:00,20.9,0,1.7,230,54,13.3,35.9,287
2015-10-18 12:00:00,23.8,0,1.4,270,43,12.6,42,314
2015-10-18 13:00:00,25.6,0,1.5,230,38,12.4,43.9,319
2015-10-18 14:00:00,27.2,0,1.4,230,35,12.5,44.6,293
2015-10-18 15:00:00,26.4,0,3.8,230,40,13.7,37.4,253
2015-10-18 16:00:00,25,0,2.6,230,42,13.2,30.7,180
2015-10-18 17:00:00,24.2,0,1.4,200,46,13.8,23.1,60
2015-10-18 18:00:00,20.8,0,0.6,140,59,14.4,17.8,2
2015-10-18 19:00:00,18.3,0,0.9,140,68,14.2,15.3,0
2015-10-18 20:00:00,16.7,0,1,110,75,14.2,13.5,0
2015-10-18 21:00:00,16.5,0,0.7,180,72,13.5,13,0
2015-10-18 22:00:00,15.9,0,1.3,50,73,13.1,12.2,0
2015-10-18 23:00:00,14.7,0,0.8,20,74,12.4,11.1,0
2015-10-19 0:00:00,13.7,0,0.7,50,77,12,10.1,0
2015-10-19 1:00:00,13.1,0,0.2,0,75,11.2,9.5,0
2015-10-19 2:00:00,12.9,0,1.3,20,78,11.6,9.4,0
2015-10-19 3:00:00,12.1,0,0.8,200,79,11.1,9.3,0
2015-10-19 4:00:00,16.6,0,3.1,50,63,11.9,12,0
2015-10-19 5:00:00,14.8,0,3.2,360,71,11.9,11.7,0
2015-10-19 6:00:00,14.4,0,1.3,20,75,12.3,11.4,0
2015-10-19 7:00:00,13.7,0,0.8,270,80,12.5,11.4,0
2015-10-19 8:00:00,14.9,0,1.1,230,81,13.7,14.7,34
2015-10-19 9:00:00,20.1,0,0.8,20,70,16.4,27.2,101
2015-10-19 10:00:00,20.9,0,2.7,50,63,15.5,26.3,194
2015-10-19 11:00:00,22.4,0,2,70,57,15.4,35.7,214
2015-10-19 12:00:00,23.3,0,2.9,70,49,13.9,39.9,295
2015-10-19 13:00:00,25.3,0,2.5,110,40,12.9,43.4,305
2015-10-19 14:00:00,25.5,0,1.5,110,43,13.9,42.8,284
2015-10-19 15:00:00,24.5,0,1.8,180,42,12.9,37,237
2015-10-19 16:00:00,24.2,0,2.3,140,51,15.4,31.1,159
2015-10-19 17:00:00,21.8,0,3.1,140,59,15.4,21.9,54
2015-10-19 18:00:00,20.2,0,1.5,140,62,14.6,17.9,5
2015-10-19 19:00:00,18.7,0,0.7,200,66,14.2,15.5,0
2015-10-19 20:00:00,16.8,0,0.8,140,74,14.1,13.9,0
2015-10-19 21:00:00,16.1,0,0.1,0,78,14.2,13.5,0
2015-10-19 22:00:00,15.5,0,0.2,0,82,14.4,12.8,0
2015-10-19 23:00:00,14.9,0,0.2,0,83,14,12.1,0
2015-10-20 0:00:00,14.7,0,1.1,200,85,14.1,12,0
2015-10-20 1:00:00,15,0,1.7,200,86,14.6,13.4,0
2015-10-20 2:00:00,15,0,2.7,200,86,14.6,13.5,0
2015-10-20 3:00:00,14.6,0,1.5,200,86,14.2,12.6,0
2015-10-20 4:00:00,14.2,0,1.2,250,86,13.8,11.4,0
2015-10-20 5:00:00,13.4,0,0.5,70,87,13.3,10.1,0
2015-10-20 6:00:00,13.2,0,0.6,70,87,13.1,9.8,0
2015-10-20 7:00:00,12.9,0,0.6,90,87,12.9,10.2,0
2015-10-20 8:00:00,14.1,0,0.4,0,88,14.1,14.1,25
2015-10-20 9:00:00,16.8,0,0.9,360,80,15.3,22.3,94
2015-10-20 10:00:00,20.1,0,0.3,0,65,15.3,28.3,169
2015-10-20 11:00:00,22.4,0,1.1,290,56,15.1,34.6,218
