time,Bo0,light,temperature,rainfall,wind_speed,wind_direction,humidity,pressure,ground_tem,floating,dangjin,warehouse
2015-09-05 14:00,1123.740191,3600,23.6,0.05,2.2,50,88,25.5,27.1,NA,415,289
2015-09-05 15:00,1015.915754,3600,23.3,0.05,1.8,70,86,24.6,25.8,NA,425,295
2015-09-05 16:00,845.387887,3600,23,0,2.7,70,90,25.2,25.4,NA,217,144
2015-09-05 17:00,623.7831329,3600,23,0,2,50,86,24.1,25.5,NA,132,90
2015-09-05 18:00,366.2104563,3600,23.1,0,2.2,50,81,22.8,24.8,NA,93,60
2015-09-05 19:00,90.23111832,3600,21.8,0,1.7,50,90,23.4,22.6,NA,3,5
2015-09-05 20:00,0,3594,20.8,0,2.3,50,94,22.9,21.5,NA,0,0
2015-09-05 21:00,0,0,20.7,0,1.6,70,92,22.4,21,NA,0,0
2015-09-05 22:00,0,0,20.1,0,1.2,50,97,22.8,20.6,NA,0,0
2015-09-05 23:00,0,0,20.1,0,1.8,20,94,22,20.4,NA,0,0
2015-09-06 0:00,0,0,19.9,0,1.3,360,97,22.5,20.4,NA,0,0
2015-09-06 1:00,0,0,19.9,0,1.3,90,97,22.5,20.4,NA,0,0
2015-09-06 2:00,0,0,19.8,0,2.1,20,97,22.4,20.3,NA,0,0
2015-09-06 3:00,0,0,19.2,0,1.5,20,97,21.6,19.8,NA,0,0
2015-09-06 4:00,0,0,18.9,0,0.5,20,97,21.2,19.8,NA,0,0
2015-09-06 5:00,0,0,19,0,1.3,20,97,21.3,19.3,NA,0,0
2015-09-06 6:00,0,0,18.9,0,1.2,20,97,21.2,19.1,NA,0,0
2015-09-06 7:00,97.8660556,3026,19,0,0.9,360,97,21.3,19.4,NA,0,2
2015-09-06 8:00,373.7563141,3600,21.5,0,2,20,89,22.8,21.9,NA,48,40
2015-09-06 9:00,630.3729532,3600,23,0,2.8,20,81,22.7,26.5,NA,213,133
2015-09-06 10:00,850.2198217,3600,24.1,0,2.9,50,74,22.1,31.1,NA,329,224
2015-09-06 11:00,1018.307726,3600,25.1,0,3.7,50,66,20.9,32.6,NA,430,300
2015-09-06 12:00,1123.176398,3600,26,0,3.7,70,64,21.4,32.8,NA,573,376
2015-09-06 13:00,1157.675858,3600,24.9,0,4,50,65,20.4,29.2,NA,769,550
2015-09-06 14:00,1119.453907,3600,25.3,0,3,70,66,21.2,28.8,NA,507,361
2015-09-06 15:00,1011.116502,3600,26,0,2.5,50,65,21.8,30.1,NA,339,230
2015-09-06 16:00,840.0500841,3600,25.2,0,2.6,50,68,21.7,27.4,NA,406,250
2015-09-06 17:00,617.9179756,3600,24.9,0,2.7,70,70,22,25.9,NA,226,162
2015-09-06 18:00,359.8651723,3600,24,0,1.7,70,73,21.7,24.4,NA,44,25
2015-09-06 19:00,83.48575877,83,22.8,0,2,50,76,21,22.4,NA,6,4
2015-09-06 20:00,0,0,22.2,0,2.5,50,74,19.7,21.1,NA,0,0
2015-09-06 21:00,0,0,21.1,0,2.4,50,74,18.4,20.4,NA,0,0
2015-09-06 22:00,0,0,20.2,0,1.9,50,77,18.2,19.7,NA,0,0
2015-09-06 23:00,0,0,19.6,0,1,20,81,18.4,19.5,NA,0,0
2015-09-07 0:00,0,0,19.8,0,1.5,20,77,17.7,19.3,NA,0,0
2015-09-07 1:00,0,0,19.3,0,1.5,20,78,17.4,18.9,NA,0,0
2015-09-07 2:00,0,0,18.2,0,1.8,20,82,17,18.1,NA,0,0
2015-09-07 3:00,0,0,17.8,0,1.6,20,84,17,17.7,NA,0,0
2015-09-07 4:00,0,0,17.1,0,1,20,88,17,17.3,NA,0,0
2015-09-07 5:00,0,0,16.5,0,0.9,360,90,16.8,17,NA,0,0
2015-09-07 6:00,0,0,16.7,0,1.4,50,88,16.6,16.8,NA,0,0
2015-09-07 7:00,94.24900005,2978,17.3,0,1.8,50,88,17.3,17.2,NA,0,2
2015-09-07 8:00,370.4221512,3600,19.8,0,2.6,50,81,18.6,19.7,NA,34,43
2015-09-07 9:00,627.1941435,3600,22,0,2.6,50,73,19.2,24.6,NA,254,173
2015-09-07 10:00,847.0581518,3600,24.1,0,2.7,50,66,19.7,29.8,NA,457,324
2015-09-07 11:00,1015.023745,3600,24.5,0,3.1,50,60,18.4,33.2,NA,608,426
2015-09-07 12:00,1119.638941,3600,25.5,0,3.2,90,57,18.5,36.5,NA,705,488
2015-09-07 13:00,1153.771011,3600,25.9,0,2.7,50,55,18.3,39,NA,746,517
2015-09-07 14:00,1115.092797,3600,26.6,0,3.4,50,50,17.4,39.1,NA,740,507
2015-09-07 15:00,1006.241376,3600,27.2,0,3.3,70,49,17.6,36.9,NA,690,463
2015-09-07 16:00,834.638273,3600,27.2,0,2.4,50,51,18.3,33.4,NA,596,392
2015-09-07 17:00,611.9834551,3600,26.9,0,2.4,20,52,18.4,29.3,NA,447,286
2015-09-07 18:00,353.4576278,3600,25.4,0,2,360,63,20.4,25.8,NA,233,94
2015-09-07 19:00,76.68720749,173,23.2,0,1,360,73,20.6,23.3,NA,29,1
2015-09-07 20:00,0,0,21.4,0,0.8,20,82,20.8,21.6,NA,0,0
2015-09-07 21:00,0,0,19.7,0,1.1,90,93,21.3,20.6,NA,0,0
2015-09-07 22:00,0,0,19.1,0,1,50,95,20.9,19.7,NA,0,0
2015-09-07 23:00,0,0,18.6,0,1.2,70,97,20.8,19.3,NA,0,0
2015-09-08 0:00,0,0,17.4,0,0.4,0,97,19.2,18.5,NA,0,0
2015-09-08 1:00,0,0,17.6,0,0.5,360,93,18.6,18,NA,0,0
2015-09-08 2:00,0,0,18,0,1.4,360,90,18.5,17.5,NA,0,0
2015-09-08 3:00,0,0,17.5,0,1.1,360,89,17.7,17.1,NA,0,0
2015-09-08 4:00,0,0,16.4,0,1,360,92,17,16.9,NA,0,0
2015-09-08 5:00,0,0,16.8,0,1.3,50,92,17.5,16.7,NA,0,0
2015-09-08 6:00,0,0,16.2,0,1,20,91,16.7,16.5,NA,0,0
2015-09-08 7:00,90.61852863,2930,16.9,0,1.7,50,89,17,16.6,NA,0,2
2015-09-08 8:00,367.063913,3600,18.9,0,2.6,50,84,18.3,19,NA,34,43
2015-09-08 9:00,623.9800491,3600,20.8,0,2.9,50,75,18.3,24,NA,264,177
2015-09-08 10:00,843.8502095,3600,22.4,0,3,50,64,17.3,29.4,NA,474,332
2015-09-08 11:00,1011.683481,3600,23.5,0,3.4,50,54,15.6,34.7,NA,631,438
2015-09-08 12:00,1116.036855,3600,25.2,0,2.6,50,50,16,38.5,NA,729,499
2015-09-08 13:00,1149.795428,3600,26.2,0,3,50,37,12.5,40.7,NA,769,526
2015-09-08 14:00,1110.657496,3600,26.8,0,2.9,50,37,12.9,40.8,NA,760,518
2015-09-08 15:00,1001.291495,3600,27,0,3.4,50,36,12.8,38.5,NA,703,486
2015-09-08 16:00,829.1540664,3600,27.1,0,3.7,70,34,12.1,33.8,NA,597,402
2015-09-08 17:00,605.981659,3600,26.4,0,3.3,50,38,13,29,NA,439,281
2015-09-08 18:00,346.9903317,3600,25.5,0,1.8,50,45,14.6,25,NA,224,88
2015-09-08 19:00,69.83831276,262,20.7,0,0.6,360,69,16.8,22.3,NA,29,1
2015-09-08 20:00,0,0,19.2,0,0.4,0,75,16.6,20.3,NA,0,0
2015-09-08 21:00,0,0,18.6,0,1.3,70,77,16.4,19.4,NA,0,0
2015-09-08 22:00,0,0,20,0,1.8,50,67,15.6,18.6,NA,0,0
2015-09-08 23:00,0,0,19.7,0,2.1,50,62,14.2,17.9,NA,0,0
2015-09-09 0:00,0,0,18.8,0,1.9,50,64,13.8,17.4,NA,0,0
2015-09-09 1:00,0,0,17.7,0,1.6,70,67,13.5,16.8,NA,0,0
2015-09-09 2:00,0,0,17.4,0,2.3,70,65,12.9,16.1,NA,0,0
2015-09-09 3:00,0,0,16.9,0,1.8,70,67,12.9,15.7,NA,0,0
2015-09-09 4:00,0,0,16.6,0,1.9,50,69,12.9,15.5,NA,0,0
2015-09-09 5:00,0,0,15.3,0,2.1,50,75,12.9,14.9,NA,0,0
2015-09-09 6:00,0,0,15.2,0,2.1,50,74,12.7,14.7,NA,0,0
2015-09-09 7:00,86.97439644,2882,15.4,0,1.4,50,77,13.4,14.9,NA,0,2
2015-09-09 8:00,363.681132,3600,18.4,0,2.9,50,65,13.7,17.6,NA,37,44
2015-09-09 9:00,620.7301021,3600,20.9,0,3.7,50,59,14.5,22.9,NA,260,176
2015-09-09 10:00,840.5954557,3600,22.8,0,3.9,50,55,15.2,30,NA,468,332
2015-09-09 11:00,1008.28655,3600,23.6,0,2.9,20,53,15.4,35.4,NA,618,437
2015-09-09 12:00,1112.37003,3600,25.5,0,2.4,50,48,15.6,39.3,NA,713,497
2015-09-09 13:00,1145.749366,3600,26.1,0,3.3,50,47,15.8,42,NA,743,522
2015-09-09 14:00,1106.148706,3600,26.8,0,2.6,20,44,15.5,42.3,NA,749,524
2015-09-09 15:00,996.2680467,3600,27.4,0,3.1,360,44,16,40,NA,698,481
2015-09-09 16:00,823.5991485,3600,26.7,0,3.5,340,46,16.1,35,NA,588,395
2015-09-09 17:00,599.9147421,3600,26.3,0,3,340,48,16.4,29.9,NA,427,278
2015-09-09 18:00,340.4658529,3600,24.4,0,3.1,320,67,20.4,25.9,NA,209,82
2015-09-09 19:00,62.94197202,353,22.4,0,1,320,79,21.3,23.1,NA,21,0
2015-09-09 20:00,0,0,21.6,0,1,50,80,20.5,21.3,NA,0,0
2015-09-09 21:00,0,0,20.7,0,1.6,50,80,19.5,20.1,NA,0,0
2015-09-09 22:00,0,0,19.7,0,1.2,20,68,15.6,18.8,NA,0,0
2015-09-09 23:00,0,0,19.7,0,1.3,20,64,14.6,18.2,NA,0,0
2015-09-10 0:00,0,0,19.3,0,2.2,50,67,15,17.8,NA,0,0
2015-09-10 1:00,0,0,18.4,0,1.3,20,73,15.4,17.3,NA,0,0
2015-09-10 2:00,0,0,18.1,0,1.4,50,73,15.1,16.9,NA,0,0
2015-09-10 3:00,0,0,17.9,0,1.7,50,73,14.9,16.8,NA,0,0
2015-09-10 4:00,0,0,17,0,1,360,82,15.8,16.3,NA,0,0
2015-09-10 5:00,0,0,16.3,0,0.8,20,79,14.6,16,NA,0,0
2015-09-10 6:00,0,0,14.2,0,0.7,360,93,15,15.6,NA,0,0
2015-09-10 7:00,83.31634341,2834,16.7,0,0.9,360,81,15.4,16.2,NA,0,2
2015-09-10 8:00,360.2733387,3600,19.3,0,1.1,360,75,16.7,19.1,NA,40,43
2015-09-10 9:00,617.4437469,3600,21.9,0,1.9,20,64,16.7,24.5,NA,245,164
2015-09-10 10:00,837.2933778,3600,23.2,0,1.4,20,62,17.6,31.4,NA,443,308
2015-09-10 11:00,1004.832611,3600,24.6,0,1.5,290,55,16.9,37.5,NA,585,410
2015-09-10 12:00,1108.638408,3600,25.8,0,1.5,20,53,17.5,41.5,NA,690,469
2015-09-10 13:00,1141.63315,3600,26.6,0,2.8,320,51,17.7,43.9,NA,743,507
2015-09-10 14:00,1101.567201,3600,26.6,0,1.8,340,52,18.1,43.9,NA,743,507
2015-09-10 15:00,991.1722929,3600,26.4,0,3.5,320,52,17.8,41.5,NA,694,471
2015-09-10 16:00,817.9752749,3600,26.1,0,3.5,320,53,17.8,36.1,NA,599,398
2015-09-10 17:00,593.7849259,3600,25,0,2.5,340,62,19.6,30.6,NA,438,282
2015-09-10 18:00,333.8868183,3600,23.3,0,2.8,270,76,21.7,26.2,NA,206,80
2015-09-10 19:00,56.00113017,443,21.1,0,1.1,290,87,21.7,23.4,NA,16,2
2015-09-10 20:00,0,0,20.5,0,0.9,160,92,22.1,21.7,NA,0,0
2015-09-10 21:00,0,0,18.6,0,0,0,97,20.8,20.7,NA,0,0
2015-09-10 22:00,0,0,18.1,0,0.3,0,97,20.1,19.8,NA,0,0
2015-09-10 23:00,0,0,18.1,0,0.5,140,97,20.1,19.3,NA,0,0
2015-09-11 0:00,0,0,17.2,0,0.1,0,97,19,18.8,NA,0,0
2015-09-11 1:00,0,0,17.7,0,1,160,97,19.6,18.6,NA,0,0
2015-09-11 2:00,0,0,18.2,0,0.2,0,97,20.2,20,NA,0,0
2015-09-11 3:00,0,0,17.7,0,0.2,0,97,19.6,19,NA,0,0
2015-09-11 4:00,0,0,16.9,0,0.3,0,97,18.6,18.2,NA,0,0
2015-09-11 5:00,0,0,17.4,0,0.5,320,97,19.2,18.8,NA,0,0
2015-09-11 6:00,0,0,17.2,0,0.7,360,97,19,18.3,NA,0,0
2015-09-11 7:00,79.64409579,2786,18.1,0,0.3,0,97,20.1,19.9,NA,0,4
2015-09-11 8:00,356.840063,3600,19.1,0,0.9,230,97,21.4,22,NA,52,42
2015-09-11 9:00,614.1204418,3600,20.9,0,1.3,250,97,23.8,25.5,NA,172,110
2015-09-11 10:00,833.9434923,3600,23,0,2,230,87,24.4,28.6,NA,345,207
2015-09-11 11:00,1001.321363,3600,25.5,0,2.8,230,72,23.4,35.4,NA,511,305
2015-09-11 12:00,1104.841986,3600,24.2,0,2.9,230,77,23.2,29.7,NA,209,149
2015-09-11 13:00,1137.447165,3600,21.3,0.7,2.2,180,97,24.4,23.8,NA,165,114
2015-09-11 14:00,1096.913822,3600,21.9,0.3,1.4,160,97,25.3,24.6,NA,104,73
2015-09-11 15:00,986.0055667,3600,21.3,0.05,1.2,180,97,24.4,24.8,NA,159,91
2015-09-11 16:00,812.2842717,3600,21.6,0.05,0.3,0,94,24.1,25.4,NA,97,52
2015-09-11 17:00,587.5944973,3600,21.7,0.05,1.3,230,96,24.9,24,NA,57,36
2015-09-11 18:00,327.2559124,3600,20.9,0.05,1.4,200,97,23.8,22.3,NA,0,3
2015-09-11 19:00,49.0187779,534,20.5,0,0.9,230,97,23.4,21.7,NA,0,0
2015-09-11 20:00,0,0,20.7,0.05,1.4,290,97,23.7,21.6,NA,0,0
2015-09-11 21:00,0,0,18.5,0.1,2.7,340,97,20.6,20.8,NA,0,0
2015-09-11 22:00,0,0,17.9,0.5,2.8,360,97,19.9,20.1,NA,0,0
2015-09-11 23:00,0,0,17.2,2.4,1.2,20,97,19,19.8,NA,0,0
2015-09-12 0:00,0,0,17.2,0.6,1.5,110,97,19,19.6,NA,0,0
2015-09-12 1:00,0,0,17.1,0.05,0.8,110,97,18.9,19.5,NA,0,0
2015-09-12 2:00,0,0,17.2,0.1,0.8,250,97,19,19.4,NA,0,0
2015-09-12 3:00,0,0,17.2,0,0.9,200,97,19,19.3,NA,0,0
2015-09-12 4:00,0,0,17.2,0,0.7,140,97,19,19.4,NA,0,0
2015-09-12 5:00,0,0,17.2,0,0,0,97,19,19.2,NA,0,0
2015-09-12 6:00,0,0,17,0,0.6,180,97,18.8,18.9,NA,0,0
2015-09-12 7:00,75.95736764,2738,16.7,0,0.4,0,97,18.4,18.8,NA,0,1
2015-09-12 8:00,353.3808364,3600,17.6,0,0.3,0,97,19.5,20.4,NA,44,34
2015-09-12 9:00,610.7596611,3600,18.2,0,0.4,0,97,20.2,21.7,NA,109,78
2015-09-12 10:00,830.5453457,3600,19,0,0.2,0,96,21,22.2,NA,136,94
2015-09-12 11:00,997.75255,3600,20.4,0,0.6,290,85,20.2,25,NA,228,159
2015-09-12 12:00,1100.980814,3600,20.7,0,1.3,230,77,18.8,25.9,NA,284,179
2015-09-12 13:00,1133.191862,3600,21.5,0,0.8,250,73,18.6,26.7,NA,380,248
2015-09-12 14:00,1092.189482,3600,21.9,0,2,320,61,16,26.4,NA,291,202
2015-09-12 15:00,980.7692737,3600,22.4,0,2.6,320,59,15.9,29.1,NA,439,284
2015-09-12 16:00,806.5280353,3600,21.9,0,2.3,320,59,15.5,26.6,NA,325,230
2015-09-12 17:00,581.3458081,3600,20.7,0,3,320,72,17.5,23.6,NA,55,37
2015-09-12 18:00,320.5758749,3600,20.1,0.05,1.2,290,71,16.6,22,NA,77,38
2015-09-12 19:00,41.99794993,626,18.9,0.05,1.7,200,71,15.5,19.8,NA,9,5
2015-09-12 20:00,0,0,17,0,1.1,180,93,17.9,18.5,NA,0,0
2015-09-12 21:00,0,0,15.8,0,0.4,0,97,17.4,17.6,NA,0,0
2015-09-12 22:00,0,0,16,0,0.7,110,97,17.6,17.8,NA,0,0
2015-09-12 23:00,0,0,16.2,0,0.5,110,97,17.8,17.9,NA,0,0
2015-09-13 0:00,0,0,14.7,0,0.6,50,97,16.2,16.7,NA,0,0
2015-09-13 1:00,0,0,13.8,0,0.2,0,97,15.3,16,NA,0,0
2015-09-13 2:00,0,0,13.2,0,0.6,360,97,14.7,15.5,NA,0,0
2015-09-13 3:00,0,0,12.6,0,0.1,0,97,14.1,14.9,NA,0,0
2015-09-13 4:00,0,0,12.2,0,0.2,0,97,13.7,14.6,NA,0,0
2015-09-13 5:00,0,0,12.2,0,0.1,0,97,13.7,14.3,NA,0,0
2015-09-13 6:00,0,0,12,0,0.1,0,97,13.6,14,NA,0,0
2015-09-13 7:00,72.25586235,2690,12.9,0,0.3,0,97,14.4,14.2,NA,0,1
2015-09-13 8:00,349.8951935,3600,15.5,0,0.1,0,97,17,17,NA,41,40
2015-09-13 9:00,607.3608969,3600,19.3,0,1.2,230,83,18.5,22.7,NA,251,154
2015-09-13 10:00,827.0985172,3600,22.1,0,3.4,320,57,15.1,28.6,NA,446,319
2015-09-13 11:00,994.1259612,3600,22.6,0,4.7,290,47,12.9,31,NA,621,434
2015-09-13 12:00,1097.055004,3600,23.1,0,3.5,340,46,12.9,33.3,NA,721,502
2015-09-13 13:00,1128.867757,3600,24,0,3.6,360,37,11,35.5,NA,769,529
2015-09-13 14:00,1087.395164,3600,24.1,0,3.7,320,36,10.7,36.1,NA,766,519
2015-09-13 15:00,975.4648915,3600,24.7,0,4.1,290,36,11.2,34.4,NA,714,477
2015-09-13 16:00,800.708532,3600,23.8,0,3.9,320,45,13.2,30.3,NA,607,403
2015-09-13 17:00,575.0412734,3600,23.3,0,4.1,290,50,14.2,26,NA,432,274
2015-09-13 18:00,313.8495002,3600,22.2,0,1.9,320,54,14.4,22.6,NA,206,72
2015-09-13 19:00,34.94172322,717,19.2,0,0.5,270,73,16.2,20.2,NA,14,1
2015-09-13 20:00,0,0,17.2,0,0.5,180,84,16.4,18.6,NA,0,0
2015-09-13 21:00,0,0,17.1,0,0.6,160,81,15.8,17.8,NA,0,0
2015-09-13 22:00,0,0,15.6,0,0.4,0,94,16.6,17,NA,0,0
2015-09-13 23:00,0,0,14.4,0,0.3,0,97,15.9,16.4,NA,0,0
2015-09-14 0:00,0,0,14,0,0,0,97,15.5,16,NA,0,0
2015-09-14 1:00,0,0,13.5,0,0.5,110,97,15,15.6,NA,0,0
2015-09-14 2:00,0,0,13.4,0,0,0,97,14.9,15.3,NA,0,0
2015-09-14 3:00,0,0,13.5,0,0.1,0,97,15,15,NA,0,0
2015-09-14 4:00,0,0,13,0,0.2,0,97,14.5,14.8,NA,0,0
2015-09-14 5:00,0,0,12.8,0,0.7,50,97,14.3,14.6,NA,0,0
2015-09-14 6:00,0,0,13.2,0,0.3,0,97,14.7,14.4,NA,0,0
2015-09-14 7:00,68.53927421,2642,13.9,0,0.7,50,97,15.4,15.2,NA,0,4
2015-09-14 8:00,346.3826735,3600,18.4,0,0.8,20,91,19.1,18.3,NA,52,46
2015-09-14 9:00,603.923661,3600,21,0,0.5,290,82,20.4,23.5,NA,245,158
2015-09-14 10:00,823.60262,3600,23.4,0,2.2,20,69,19.7,29.3,NA,407,273
2015-09-14 11:00,990.4414338,3600,24.2,0,2,70,63,19,34,NA,604,406
2015-09-14 12:00,1093.064721,3600,25.3,0,2.3,70,60,19.2,37.2,NA,705,473
2015-09-14 13:00,1124.475433,3600,25.4,0,1.9,20,53,17.2,37.2,NA,751,506
2015-09-14 14:00,1082.531923,3600,25.7,0,2.1,20,56,18.4,35.9,NA,620,412
2015-09-14 15:00,970.0939702,3600,25.8,0,2,50,51,16.8,33.8,NA,616,420
2015-09-14 16:00,794.8277973,3600,26.5,0,1.9,50,46,15.9,31.9,NA,481,320
2015-09-14 17:00,568.6833713,3600,26.1,0,2.2,110,47,15.8,28.2,NA,295,186
2015-09-14 18:00,307.079635,3600,23.3,0,2.2,320,73,20.8,25.3,NA,126,70
2015-09-14 19:00,27.85321508,809,21.7,0,1.5,360,79,20.4,22.4,NA,10,6
2015-09-14 20:00,0,0,20.2,0,1.5,50,91,21.4,21,NA,0,0
2015-09-14 21:00,0,0,19.8,0,1.3,90,93,21.4,19.9,NA,0,0
2015-09-14 22:00,0,0,18.9,0,1.5,70,97,21.2,19.1,NA,0,0
2015-09-14 23:00,0,0,18.2,0,1.1,90,97,20.2,18.3,NA,0,0
2015-09-15 0:00,0,0,18,0,0.8,90,97,20,17.7,NA,0,0
2015-09-15 1:00,0,0,16.7,0,1.1,290,97,18.4,17.6,NA,0,0
2015-09-15 2:00,0,0,16,0,0.6,290,97,17.6,16.9,NA,0,0
2015-09-15 3:00,0,0,16.1,0,0.8,50,97,17.7,16.3,NA,0,0
2015-09-15 4:00,0,0,14.1,0,0.5,340,97,15.6,15.9,NA,0,0
2015-09-15 5:00,0,0,14,0,0.1,0,95,15.2,15.8,NA,0,0
2015-09-15 6:00,0,0,15.5,0,1,20,89,15.6,16,NA,0,0
2015-09-15 7:00,64.80728997,2594,15.6,0,0.7,360,82,14.5,16,NA,1,4
2015-09-15 8:00,342.8428227,3600,18.4,0,0.2,0,77,16.2,18.4,NA,61,46
2015-09-15 9:00,600.4474866,3600,22,0,1.5,50,52,13.7,24.5,NA,253,172
2015-09-15 10:00,820.0573032,3600,23.6,0,2.5,90,40,11.6,29.2,NA,425,285
2015-09-15 11:00,986.6988536,3600,24.5,0,3.4,90,43,13.1,34.6,NA,593,387
2015-09-15 12:00,1089.010195,3600,25.7,0,3.4,90,42,13.8,38.6,NA,706,473
2015-09-15 13:00,1120.015541,3600,26.3,0,3.2,50,41,13.9,40.8,NA,748,504
2015-09-15 14:00,1077.600884,3600,25.9,0,3.1,50,43,14.3,40.5,NA,750,500
2015-09-15 15:00,964.6581317,3600,26.6,0,3,50,43,14.9,38.4,NA,704,465
2015-09-15 16:00,788.887935,3600,26,0,3,70,41,13.7,32.7,NA,567,367
2015-09-15 17:00,562.2746408,3600,25.3,0,2.5,110,45,14.5,28.2,NA,379,239
2015-09-15 18:00,300.2691775,3600,24.6,0,1.2,90,50,15.4,25.3,NA,141,60
2015-09-15 19:00,20.73558128,901,21.9,0,1.2,110,64,16.7,22.2,NA,4,2
2015-09-15 20:00,0,0,19.6,0,1,90,75,17,20.2,NA,0,0
2015-09-15 21:00,0,0,18.2,0,0.9,90,82,17,19.1,NA,0,0
2015-09-15 22:00,0,0,19.2,0,1.5,70,71,15.8,18.2,NA,0,0
2015-09-15 23:00,0,0,15.7,0,0.5,320,93,16.5,17.2,NA,0,0
2015-09-16 0:00,0,0,15.1,0,0.6,340,92,15.8,16.6,NA,0,0
2015-09-16 1:00,0,0,14.5,0,1,140,91,15,16,NA,0,0
2015-09-16 2:00,0,0,13.9,0,0.8,340,94,14.9,15.4,NA,0,0
2015-09-16 3:00,0,0,17,0,1.5,70,67,12.9,15.2,NA,0,0
2015-09-16 4:00,0,0,16,0,1.4,50,74,13.4,15,NA,0,0
2015-09-16 5:00,0,0,15,0,2.3,50,79,13.4,14.8,NA,0,0
2015-09-16 6:00,0,0,15.2,0,1.1,20,79,13.6,14.7,NA,0,0
2015-09-16 7:00,61.0595905,2546,15.7,0,1,20,81,14.4,16,NA,2,5
2015-09-16 8:00,339.2751957,3600,17.9,0,1.9,50,74,15.1,18.4,NA,74,52
2015-09-16 9:00,596.9319304,3600,18.9,0,1.8,50,72,15.7,21.1,NA,240,150
2015-09-16 10:00,816.4622537,3600,20.8,0,2.6,50,66,16.2,28.7,NA,458,309
2015-09-16 11:00,982.8981573,3600,22.5,0,3.4,90,61,16.5,32,NA,623,414
2015-09-16 12:00,1084.891714,3600,22.3,0,2.6,70,57,15.3,31.5,NA,734,489
2015-09-16 13:00,1115.4888,3600,22.1,0,2.4,70,63,16.7,28.6,NA,676,452
2015-09-16 14:00,1072.603246,3600,22.5,0,2.8,70,61,16.5,30,NA,630,424
2015-09-16 15:00,959.1590695,3600,22.5,0,2.4,50,63,17,28.9,NA,491,342
2015-09-16 16:00,782.8911168,3600,22.8,0,2.2,50,60,16.6,28,NA,363,234
2015-09-16 17:00,555.8176812,3600,22.9,0,1.8,50,60,16.7,26.1,NA,287,167
2015-09-16 18:00,293.421075,3600,22.8,0,1.9,50,61,16.8,23.8,NA,198,82
2015-09-16 19:00,13.59201407,993,21,0,1,50,69,17,20.7,NA,12,6
2015-09-16 20:00,0,0,19.4,0,1,50,79,17.7,19.5,NA,0,0
2015-09-16 21:00,0,0,17.7,0,0.6,340,85,17.2,18.7,NA,0,0
2015-09-16 22:00,0,0,18.1,0,0.7,50,85,17.6,18.3,NA,0,0
2015-09-16 23:00,0,0,17.7,0,0.8,70,86,17.4,17.7,NA,0,0
2015-09-17 0:00,0,0,16.1,0,0.9,20,92,16.7,17,NA,0,0
2015-09-17 1:00,0,0,16.7,0,0.8,50,95,17.9,16.2,NA,0,0
2015-09-17 2:00,0,0,16.8,0,0.9,20,88,16.7,16,NA,0,0
2015-09-17 3:00,0,0,16.2,0,1.7,50,91,16.7,15.7,NA,0,0
2015-09-17 4:00,0,0,15.9,0,1.5,50,93,16.7,15.3,NA,0,0
2015-09-17 5:00,0,0,15.4,0,1.2,50,92,16.1,14.8,NA,0,0
2015-09-17 6:00,0,0,15.2,0,1.5,20,95,16.3,14.7,NA,0,0
2015-09-17 7:00,57.29585239,2498,14.5,0,0.8,20,96,15.8,14.5,NA,0,0
2015-09-17 8:00,335.6793573,3600,18,0,2.4,50,82,16.8,17.3,NA,41,37
2015-09-17 9:00,593.3765742,3600,20.2,0,3,50,69,16.3,22.3,NA,260,167
2015-09-17 10:00,812.8171979,3600,22,0,3,50,63,16.6,30,NA,467,319
2015-09-17 11:00,979.0393332,3600,23.3,0,2,50,58,16.5,36.3,NA,620,420
2015-09-17 12:00,1080.709627,3600,24.2,0,3.2,20,56,16.8,40.5,NA,714,483
2015-09-17 13:00,1110.895997,3600,25.1,0,3.2,50,50,15.9,42.9,NA,754,505
2015-09-17 14:00,1067.540278,3600,26.1,0,2.6,50,49,16.5,42.2,NA,736,500
2015-09-17 15:00,953.598549,3600,26.4,0,2.6,20,48,16.4,39.9,NA,685,451
2015-09-17 16:00,776.8395812,3600,25.5,0,3.2,360,54,17.6,34.1,NA,571,375
2015-09-17 17:00,549.3151508,3600,24.2,0,3.9,360,61,18.3,28.8,NA,398,250
2015-09-17 18:00,286.5383228,3600,23,0,2.6,360,62,17.4,24.7,NA,168,61
2015-09-17 19:00,6.425740174,1086,21.4,0,1.8,20,68,17.3,21.8,NA,4,1
2015-09-17 20:00,0,0,20.2,0,1.1,50,74,17.5,20.1,NA,0,0
2015-09-17 21:00,0,0,18.2,0,1.1,20,82,17,18.8,NA,0,0
2015-09-17 22:00,0,0,19,0,1.7,50,75,16.4,18,NA,0,0
2015-09-17 23:00,0,0,16.1,0,0.7,360,86,15.7,16.9,NA,0,0
2015-09-18 0:00,0,0,17,0,1.5,20,82,15.8,16.3,NA,0,0
2015-09-18 1:00,0,0,16.7,0,1.9,50,77,14.6,16.1,NA,0,0
2015-09-18 2:00,0,0,15.6,0,1,360,81,14.3,15.7,NA,0,0
2015-09-18 3:00,0,0,15.8,0,1.6,20,82,14.7,15.4,NA,0,0
2015-09-18 4:00,0,0,15.5,0,1.3,20,84,14.8,15.1,NA,0,0
2015-09-18 5:00,0,0,15,0,1.4,20,85,14.4,14.9,NA,0,0
2015-09-18 6:00,0,0,14.9,0,1.8,20,86,14.5,14.9,NA,0,0
