瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
192,柳林,2021-01-24 12:00,11.1,,,9,2.4,,360,,59,,7.7,3.3,1021.7,,1025.3,,.3,,1.18,,,9,9,,10,1997,,,13.4,,,,,
192,柳林,2021-01-24 13:00,11,,,9,1.7,,20,,58,,7.6,3,1021.4,,1025,,0,,.78,,,10,9,,11,2000,,,11.8,,,,,
192,柳林,2021-01-24 14:00,11.3,,,9,3.1,,70,,54,,7.2,2.3,1021.2,,1024.8,,.4,,1.3,,,9,9,,13,2000,,,13.1,,,,,
192,柳林,2021-01-24 15:00,10.8,,,9,1.9,,70,,57,,7.4,2.6,1020.7,,1024.3,,0,,.71,,,9,9,,12,2000,,,11.8,,,,,
192,柳林,2021-01-24 16:00,10.6,,,9,2.1,,50,,57,,7.3,2.4,1020.5,,1024.1,,.3,,.65,,,9,9,,13,2000,,,10.6,,,,,
192,柳林,2021-01-24 17:00,10.6,,,9,1.5,,20,,56,,7.1,2.1,1021.7,,1025.3,,.4,,.36,,,9,9,,13,2000,,,9.3,,,,,
192,柳林,2021-01-24 18:00,9.7,,,9,1.3,,70,,57,,6.8,1.5,1023.4,,1027,,.1,,.08,,,8,8,,13,2000,,,7.1,,,,,
192,柳林,2021-01-24 19:00,6.5,,,9,.6,,360,,71,,6.9,1.6,1023.6,,1027.3,,,9,,,,8,0,,,1971,,,4.8,,,,,
192,柳林,2021-01-24 20:00,4.9,,,9,.4,,0,,79,,6.8,1.5,1023.3,,1027,,,9,,,,7,0,,,2000,,,3.5,,,,,
192,柳林,2021-01-24 21:00,3.5,,,9,.3,,0,,87,,6.8,1.5,1023.2,,1026.9,,,9,,,,5,1,,14,2000,,,2.7,,,,,
192,柳林,2021-01-24 22:00,3.9,,,9,.7,,20,,83,,6.7,1.2,1022.6,,1026.3,,,9,,,,9,9,,74,2000,,,2.5,,,,,
192,柳林,2021-01-24 23:00,5,,,9,1.2,,290,,81,,7.1,2,1024.3,,1028,,,9,,,,10,2,,12,2000,,,2.7,,,,,
192,柳林,2021-01-25 00:00,4.6,,,9,.8,,320,,82,,6.9,1.7,1025.2,,1028.9,,,9,,,,10,9,,,2000,,,3.2,,,,,
192,柳林,2021-01-25 01:00,4.3,,,,.3,,0,,83,,6.9,1.6,1025,,1028.7,,,9,,,,9,9,,12,2000,,,3.7,,,,,
192,柳林,2021-01-25 02:00,3.1,,,,.3,,0,,86,,6.5,.9,1024.9,,1028.6,,,9,,,,9,8,,12,1967,,,2.5,,,,,
192,柳林,2021-01-25 03:00,2.4,,,,.4,,0,,89,,6.4,.7,1024.5,,1028.2,,,9,,,,9,7,,58,1942,,,1.6,,,,,
192,柳林,2021-01-25 04:00,2.5,,,,.7,,320,,90,,6.6,1,1024.5,,1028.2,,,9,,,,10,8,,54,1983,,,1.7,,,,,
192,柳林,2021-01-25 05:00,.8,,,,0,,0,,94,,6.1,0,1024.4,,1028.1,,,9,,,,5,4,,48,1283,,,.6,,,,,
192,柳林,2021-01-25 06:00,0,,,,0,,0,,96,,5.9,-.5,1024.7,,1028.5,,,9,,,,4,1,,48,1072,,,.6,,,,,
192,柳林,2021-01-25 07:00,-.5,,,,0,,0,,96,,5.7,-1,1025.1,,1028.9,,,9,,,,3,0,,,996,,,.5,,,,,
192,柳林,2021-01-25 08:00,-.8,,,,0,,0,,97,,5.6,-1.2,1025.3,,1029.1,,0,,.02,,,6,0,,,747,,,.3,,,,,
192,柳林,2021-01-25 09:00,3.4,,,,.2,,0,,95,,7.4,2.6,1025.4,,1029.1,,.9,,.45,,,1,0,,,1502,,,.4,,,,,
192,柳林,2021-01-25 10:00,6.1,,,,.7,,290,,77,,7.2,2.3,1025.5,,1029.2,,1,,1.03,,,2,0,,,1935,,,7.3,,,,,
192,柳林,2021-01-25 11:00,10.3,,,,1.9,,50,,60,,7.5,2.8,1024.9,,1028.5,,1,,1.61,,,0,0,,,1992,,,12.5,,,,,
192,柳林,2021-01-25 12:00,11.3,,,,2.6,,70,,54,,7.2,2.3,1023.9,,1027.5,,1,,1.98,,,2,0,,,1983,,,14.8,,,,,
192,柳林,2021-01-25 13:00,12.2,,,,2.6,,20,,51,,7.2,2.3,1022.8,,1026.4,,1,,2.18,,,5,0,,,1962,,,16.3,,,,,
192,柳林,2021-01-25 14:00,13.3,,,,2.3,,50,,48,,7.3,2.5,1021.5,,1025,,1,,2.11,,,4,0,,,1986,,,17.2,,,,,
192,柳林,2021-01-25 15:00,13.6,,,,2.5,,70,,46,,7.1,2.1,1020.7,,1024.2,,1,,1.61,,,4,1,,53,1956,,,15,,,,,
192,柳林,2021-01-25 16:00,14.1,,,,2.2,,50,,43,,6.9,1.6,1020.5,,1024,,1,,1.22,,,3,3,,54,1999,,,11.8,,,,,
192,柳林,2021-01-25 17:00,13.4,,,,1.5,,70,,41,,6.2,.3,1020.1,,1023.6,,1,,.64,,,0,0,,,2000,,,9.3,,,,,
192,柳林,2021-01-25 18:00,10.2,,,,.9,,110,,58,,7.2,2.2,1020.5,,1024.1,,.1,,.08,,,1,1,,52,2000,,,6.9,,,,,
192,柳林,2021-01-25 19:00,8.5,,,,1.1,,70,,66,,7.3,2.5,1020.7,,1024.3,,,9,,,,6,6,,51,2000,,,5,,,,,
192,柳林,2021-01-25 20:00,7.9,,,,.7,,90,,71,,7.5,2.9,1021.2,,1024.8,,,9,,,,8,8,,53,2000,,,4.8,,,,,
192,柳林,2021-01-25 21:00,5.5,,,,.2,,0,,80,,7.2,2.3,1020.4,,1024.1,,,9,,,,8,8,,50,2000,,,3.7,,,,,
192,柳林,2021-01-25 22:00,4.6,,,,.6,,290,,85,,7.2,2.2,1020,,1023.7,,,9,,,,7,7,,48,1994,,,3,,,,,
192,柳林,2021-01-25 23:00,4,,,,.8,,250,,89,,7.2,2.3,1019.8,,1023.5,,,9,,,,7,7,,49,1987,,,2.4,,,,,
192,柳林,2021-01-26 00:00,4,,,,.9,,290,,88,,7.1,2.1,1019.7,,1023.4,,,9,,,,6,6,,,1798,,,2.8,,,,,
192,柳林,2021-01-26 01:00,4.4,,,,2,,290,,86,,7.2,2.2,1019.2,,1022.9,,,9,,,,8,8,,9,1506,,,3.5,,,,,
192,柳林,2021-01-26 02:00,3.4,,,,.8,,180,,88,,6.8,1.5,1018.2,,1021.9,,,9,,,,7,7,,9,1623,,,2.7,,,,,
192,柳林,2021-01-26 03:00,4.5,,,,.6,,270,,86,,7.2,2.3,1018.3,,1022,,,9,,,,9,9,,9,1880,,,3.5,,,,,
192,柳林,2021-01-26 04:00,4.5,,,,0,,0,,84,,7.1,2,1017.4,,1021.1,,,9,,,,10,9,,25,1973,,,3.9,,,,,
192,柳林,2021-01-26 05:00,4.6,,,,.2,,0,,86,,7.3,2.4,1016.8,,1020.5,,,9,,,,10,9,,9,1907,,,4.2,,,,,
192,柳林,2021-01-26 06:00,4.8,,.1,,.8,,360,,87,,7.5,2.8,1016.6,,1020.3,,,9,,,,10,9,,9,1563,,,4.5,,,,,
192,柳林,2021-01-26 07:00,4.3,,,9,.2,,0,,94,,7.8,3.4,1017,,1020.7,,,9,,,,10,7,,8,693,,,4.5,,,,,
192,柳林,2021-01-26 08:00,4.3,,,9,.8,,290,,96,,8,3.7,1017.2,,1020.9,,0,,0,,,10,10,,9,435,,,4.6,,,,,
192,柳林,2021-01-26 09:00,4.5,,2.7,,0,,0,,97,,8.1,4,1017.1,,1020.8,,0,,.06,,,10,10,,8,236,,,5.1,,,,,
192,柳林,2021-01-26 10:00,5.2,,,9,.1,,0,,98,,8.7,4.9,1016.6,,1020.3,,0,,.12,,,10,10,,2,332,,,5.9,,,,,
192,柳林,2021-01-26 11:00,5.8,,,9,.4,,0,,97,,8.9,5.3,1016.4,,1020,,0,,.3,,,10,10,,9,432,,,7.1,,,,,
192,柳林,2021-01-26 12:00,6.2,,4.2,,.5,,290,,97,,9.2,5.7,1014.8,,1018.4,,0,,.36,,,10,9,,16,408,,,8,,,,,
192,柳林,2021-01-26 13:00,7,,,9,.6,,360,,94,,9.3,6,1013.5,,1017.1,,0,,.46,,,10,9,,3,1881,,,8.8,,,,,
192,柳林,2021-01-26 14:00,6.6,,,9,.5,,290,,95,,9.2,5.8,1013.2,,1016.8,,0,,.25,,,10,9,,3,815,,,8.3,,,,,
192,柳林,2021-01-26 15:00,6.3,,2.7,,.6,,320,,97,,9.2,5.8,1012.8,,1016.4,,0,,.33,,,10,9,,2,882,,,8.6,,,,,
192,柳林,2021-01-26 16:00,6.9,,,9,.9,,50,,94,,9.3,5.9,1013.1,,1016.7,,0,,.17,,,9,9,,2,1507,,,7.9,,,,,
192,柳林,2021-01-26 17:00,7.3,,,9,.7,,50,,91,,9.3,5.9,1013.1,,1016.7,,0,,.15,,,10,10,,28,1960,,,7.5,,,,,
192,柳林,2021-01-26 18:00,6.2,,.6,,.1,,0,,95,,9,5.4,1013.7,,1017.3,,0,,.05,,,2,2,,31,1063,,,6,,,,,
192,柳林,2021-01-26 19:00,4,,,9,.2,,0,,97,,7.8,3.5,1014.7,,1018.4,,,9,,,,10,0,,,394,,,3.7,,,,,
192,柳林,2021-01-26 20:00,3.7,,,9,.4,,0,,98,,7.8,3.4,1014.7,,1018.4,,,9,,,,0,0,,,780,,,2.5,,,,,
192,柳林,2021-01-26 21:00,3.7,,,9,.7,,290,,98,,7.8,3.4,1015.1,,1018.8,,,9,,,,2,0,,,1204,,,1.8,,,,,
192,柳林,2021-01-26 22:00,2.9,,,9,.7,,290,,98,,7.4,2.6,1015.1,,1018.8,,,9,,,,9,6,,64,886,,,2,,,,,
192,柳林,2021-01-26 23:00,2.2,,,9,.2,,0,,98,,7,1.9,1015.3,,1019,,,9,,,,8,5,,,393,,,1.7,,,,,
192,柳林,2021-01-27 00:00,1.7,,,9,1.7,,290,,99,,6.8,1.5,1015.7,,1019.4,,,9,,,,3,3,,,38,,,1.5,,,,,
192,柳林,2021-01-27 01:00,.8,,,,.1,,0,,99,,6.4,.6,1016,,1019.7,,,9,,,,0,0,,,17,,,1.7,,,,,
192,柳林,2021-01-27 02:00,1,,,,1,,270,,100,,6.5,.9,1017,,1020.7,,,9,,,,0,0,,,76,,,1.2,,,,,
192,柳林,2021-01-27 03:00,.5,,,,1,,270,,100,,6.3,.4,1018,,1021.7,,,9,,,,0,0,,,28,,,1.1,,,,,
192,柳林,2021-01-27 04:00,-.4,,,,.4,,0,,99,,5.9,-.5,1018.1,,1021.8,,,9,,,,0,0,,,15,,,1.2,,,,,
192,柳林,2021-01-27 05:00,-.5,,,,.7,,140,,100,,5.9,-.5,1018.2,,1021.9,,,9,,,,0,0,,,957,,,.6,,,,,
192,柳林,2021-01-27 06:00,1.1,,,,.6,,90,,86,,5.7,-.9,1018,,1021.7,,,9,,,,5,1,,69,1874,,,.5,,,,,
192,柳林,2021-01-27 07:00,1.7,,,,1.1,,70,,77,,5.3,-1.9,1018.3,,1022,,,9,,,,6,0,,,1980,,,.4,,,,,
192,柳林,2021-01-27 08:00,.7,,,,.5,,70,,81,,5.2,-2.1,1018.7,,1022.4,,0,,.02,,,6,3,,62,1820,,,.4,,,,,
192,柳林,2021-01-27 09:00,3.9,,,,.9,,50,,56,,4.5,-4,1019.3,,1023,,.9,,.38,,,0,0,,,1963,,,.4,,,,,
192,柳林,2021-01-27 10:00,6.2,,,,1.1,,20,,47,,4.5,-4.2,1019.9,,1023.5,,1,,1.17,,,0,0,,,1997,,,5.2,,,,,
192,柳林,2021-01-27 11:00,7.6,,,,2.3,,20,,34,,3.6,-7.2,1019.2,,1022.8,,1,,1.78,,,0,0,,,1913,,,10.4,,,,,
192,柳林,2021-01-27 12:00,8.4,,,,2.8,,70,,30,,3.3,-8.2,1018.8,,1022.4,,1,,2.17,,,1,0,,,1987,,,12.6,,,,,
192,柳林,2021-01-27 13:00,9.6,,,,2.3,,70,,27,,3.2,-8.5,1017.4,,1021,,1,,2.34,,,0,0,,,1940,,,14.6,,,,,
192,柳林,2021-01-27 14:00,10.8,,,,1.9,,90,,28,,3.6,-7,1017,,1020.6,,1,,2.24,,,0,0,,,1953,,,15.2,,,,,
192,柳林,2021-01-27 15:00,10.9,,,,1.3,,90,,23,,3,-9.4,1017.5,,1021.1,,1,,1.88,,,1,0,,,1997,,,13.6,,,,,
192,柳林,2021-01-27 16:00,10.8,,,,1.5,,70,,22,,2.8,-10.1,1017,,1020.6,,1,,1.25,,,4,0,,,1991,,,10,,,,,
192,柳林,2021-01-27 17:00,10,,,,1.3,,110,,26,,3.2,-8.6,1017.1,,1020.7,,1,,.54,,,5,0,,,2000,,,7.8,,,,,
192,柳林,2021-01-27 18:00,7.6,,,,0,,0,,42,,4.4,-4.5,1016.9,,1020.5,,0,,.06,,,9,6,,63,2000,,,5.5,,,,,
192,柳林,2021-01-27 19:00,5.5,,,,0,,0,,51,,4.6,-3.8,1017.1,,1020.8,,,9,,,,9,9,,59,2000,,,4,,,,,
192,柳林,2021-01-27 20:00,4.3,,,,.5,,270,,64,,5.3,-1.9,1017.4,,1021.1,,,9,,,,7,6,,63,2000,,,2.4,,,,,
192,柳林,2021-01-27 21:00,1.6,,,,.6,,290,,74,,5.1,-2.5,1017.7,,1021.4,,,9,,,,7,5,,54,2000,,,1.2,,,,,
192,柳林,2021-01-27 22:00,.6,,,,.2,,0,,80,,5.1,-2.4,1017.4,,1021.1,,,9,,,,8,8,,52,1995,,,.6,,,,,
192,柳林,2021-01-27 23:00,.1,,,,.5,,340,,79,,4.9,-3.1,1017.4,,1021.1,,,9,,,,9,8,,53,1939,,,.6,,,,,
192,柳林,2021-01-28 00:00,-.9,,,,.2,,0,,81,,4.6,-3.7,1017.3,,1021,,,9,,,,6,2,,,1896,,,.6,,,,,
192,柳林,2021-01-28 01:00,-1.7,,,,0,,0,,84,,4.5,-4,1016.6,,1020.3,,,9,,,,6,2,,50,1635,,,.6,,,,,
192,柳林,2021-01-28 02:00,-1.8,,,,.1,,0,,85,,4.6,-3.9,1016.1,,1019.8,,,9,,,,9,8,,50,1672,,,.4,,,,,
192,柳林,2021-01-28 03:00,-2.8,,,,0,,0,,89,,4.4,-4.3,1015.4,,1019.2,,,9,,,,5,1,,55,1629,,,.3,,,,,
192,柳林,2021-01-28 04:00,-2.7,,,,.1,,0,,87,,4.4,-4.5,1015.1,,1018.9,,,9,,,,8,7,,47,1591,,,.2,,,,,
192,柳林,2021-01-28 05:00,-2.1,,,,0,,0,,85,,4.5,-4.2,1014.2,,1017.9,,,9,,,,9,5,,37,1614,,,.1,,,,,
192,柳林,2021-01-28 06:00,-1.9,,,,0,,0,,86,,4.6,-3.9,1013.5,,1017.2,,,9,,,,10,2,,40,1656,,,.1,,,,,
192,柳林,2021-01-28 07:00,-1.5,,,,.9,,90,,87,,4.8,-3.3,1013.5,,1017.2,,,9,,,,10,9,,11,1361,,,.1,,,,,
192,柳林,2021-01-28 08:00,-1.4,,,,0,,0,,87,,4.8,-3.2,1013.1,,1016.8,,0,,.03,,,10,1,,12,1311,,,.1,,,,,
192,柳林,2021-01-28 09:00,.6,,,,.1,,0,,80,,5.1,-2.4,1012.4,,1016.1,,.6,,.38,,,2,0,,,1509,,,.1,,,,,
192,柳林,2021-01-28 10:00,3.8,,,,.4,,0,,65,,5.2,-2.1,1012,,1015.6,,1,,1.06,,,0,0,,,1742,,,.4,,,,,
192,柳林,2021-01-28 11:00,8.8,,,,2.9,,250,,35,,4,-5.8,1011.1,,1014.7,,1,,1.64,,,0,0,,,1897,,,8.2,,,,,
192,柳林,2021-01-28 12:00,10.1,,,,3.7,,250,,23,,2.8,-10.1,1010,,1013.6,,1,,2.07,,,0,0,,,1908,,,11.5,,,,,
192,柳林,2021-01-28 13:00,10.3,,,,4.5,,270,,40,,5,-2.7,1008.3,,1011.9,,1,,2.17,,,1,0,,,1398,,,12,,,,,
192,柳林,2021-01-28 14:00,9,,,,5.7,,250,,50,,5.8,-.8,1008,,1011.6,,.7,,1.55,,,8,8,,16,1702,,,10.1,,,,,
192,柳林,2021-01-28 15:00,7.8,,,,4.8,,270,,47,,5,-2.8,1008.3,,1011.9,,.5,,.94,,,7,6,,14,1505,,,8.1,,,,,
192,柳林,2021-01-28 16:00,5.1,,,,4.5,,320,,57,,5,-2.7,1009.4,,1013,,.7,,.99,,,6,5,,15,1993,,,6.4,,,,,
192,柳林,2021-01-28 17:00,2.4,,,,3.4,,340,,59,,4.3,-4.8,1010.8,,1014.5,,.8,,.73,,,5,5,,15,1983,,,4.4,,,,,
192,柳林,2021-01-28 18:00,1.2,,,,4.3,,340,,47,,3.1,-8.8,1012.6,,1016.3,,0,,.08,,,8,7,,15,2000,,,1.6,,,,,
192,柳林,2021-01-28 19:00,.1,,,,2.9,,340,,47,,2.9,-9.9,1013.9,,1017.6,,,9,,,,5,5,,10,2000,,,1,,,,,
192,柳林,2021-01-28 20:00,-.7,,,,5.5,,320,,48,,2.8,-10.3,1015.1,,1018.8,,,9,,,,8,8,,15,2000,,,.6,,,,,
192,柳林,2021-01-28 21:00,-1.4,,,,3.5,,320,,47,,2.6,-11.2,1015.8,,1019.5,,,9,,,,8,8,,16,2000,,,.3,,,,,
192,柳林,2021-01-28 22:00,-1.8,,,,3.5,,340,,43,,2.3,-12.7,1016.1,,1019.8,,,9,,,,5,2,,17,2000,,,-.2,,,,,
192,柳林,2021-01-28 23:00,-2.5,,,,4,,340,,45,,2.3,-12.8,1016.7,,1020.5,,,9,,,,0,0,,,2000,,,-.5,,,,,
192,柳林,2021-01-29 00:00,-2.6,,,,3.9,,320,,46,,2.3,-12.6,1016.8,,1020.6,,,9,,,,0,0,,,2000,,,-1,,,,,
192,柳林,2021-01-29 01:00,-3.5,,,,2.9,,320,,40,,1.9,-15.1,1017.5,,1021.3,,,9,,,,0,0,,,2000,,,-1.5,,,,,
192,柳林,2021-01-29 02:00,-4,,,,2.5,,20,,40,,1.8,-15.6,1018.1,,1021.9,,,9,,,,3,0,,,2000,,,-2,,,,,
192,柳林,2021-01-29 03:00,-4.5,,,,1.5,,20,,39,,1.7,-16.3,1017.9,,1021.7,,,9,,,,0,0,,,2000,,,-2.5,,,,,
192,柳林,2021-01-29 04:00,-4.5,,,,3.3,,360,,39,,1.7,-16.3,1018.3,,1022.1,,,9,,,,0,0,,,2000,,,-3,,,,,
192,柳林,2021-01-29 05:00,-4.5,,,,4.1,,360,,40,,1.8,-16,1018.5,,1022.3,,,9,,,,0,0,,,2000,,,-3.3,,,,,
192,柳林,2021-01-29 06:00,-5.2,,,,2.6,,20,,41,,1.7,-16.4,1018.8,,1022.6,,,9,,,,0,0,,,2000,,,-3.5,,,,,
192,柳林,2021-01-29 07:00,-4.7,,,,2,,360,,37,,1.6,-17.2,1019.5,,1023.3,,,9,,,,0,0,,,2000,,,-4,,,,,
192,柳林,2021-01-29 08:00,-5.7,,,,3.3,,90,,44,,1.8,-16,1020.2,,1024,,0,,.02,,,2,0,,,2000,,,-4,,,,,
192,柳林,2021-01-29 09:00,-3.8,,,,1.9,,90,,41,,1.9,-15.1,1020.7,,1024.5,,1,,.55,,,0,0,,,1997,,,-2,,,,,
192,柳林,2021-01-29 10:00,-1.9,,,,1,,360,,34,,1.8,-15.7,1021,,1024.8,,1,,1.25,,,0,0,,,1994,,,-.5,,,,,
192,柳林,2021-01-29 11:00,-.1,,,,2.3,,360,,31,,1.9,-15.2,1021.1,,1024.8,,1,,1.84,,,0,0,,,1992,,,-.3,,,,,
192,柳林,2021-01-29 12:00,.4,,,,2.5,,20,,32,,2,-14.4,1021.3,,1025,,1,,2.26,,,0,0,,,1957,,,2.3,,,,,
192,柳林,2021-01-29 13:00,1.7,,,,1.5,,250,,32,,2.2,-13.2,1020.6,,1024.3,,1,,2.43,,,1,1,,21,1989,,,6,,,,,
192,柳林,2021-01-29 14:00,2.3,,,,2,,250,,26,,1.9,-15.2,1020.2,,1023.9,,1,,2.28,,,0,0,,,1976,,,8.3,,,,,
192,柳林,2021-01-29 15:00,2.8,,,,1.8,,340,,26,,1.9,-14.8,1020.4,,1024.1,,1,,1.97,,,0,0,,,1916,,,7.9,,,,,
192,柳林,2021-01-29 16:00,2.2,,,,2.6,,360,,27,,1.9,-14.9,1020.6,,1024.3,,1,,1.46,,,0,0,,,1946,,,4,,,,,
192,柳林,2021-01-29 17:00,1.2,,,,2.8,,20,,29,,1.9,-14.9,1020.9,,1024.6,,1,,.78,,,0,0,,,2000,,,1.5,,,,,
192,柳林,2021-01-29 18:00,-.3,,,,2.3,,360,,33,,2,-14.6,1021.2,,1024.9,,.2,,.11,,,0,0,,,2000,,,.6,,,,,
192,柳林,2021-01-29 19:00,-.7,,,,2.6,,50,,34,,2,-14.6,1021.7,,1025.5,,,9,,,,0,0,,,2000,,,.3,,,,,
192,柳林,2021-01-29 20:00,-1.3,,,,2.3,,20,,38,,2.1,-13.8,1022.1,,1025.9,,,9,,,,0,0,,,2000,,,0,,,,,
192,柳林,2021-01-29 21:00,-1.8,,,,.6,,360,,40,,2.1,-13.6,1023.1,,1026.9,,,9,,,,0,0,,,2000,,,-.4,,,,,
192,柳林,2021-01-29 22:00,-3.7,,,,.4,,0,,52,,2.4,-12.1,1023.7,,1027.5,,,9,,,,0,0,,,2000,,,-.7,,,,,
192,柳林,2021-01-29 23:00,-4.9,,,,.1,,0,,57,,2.4,-12.1,1023.4,,1027.2,,,9,,,,0,0,,,2000,,,-1.3,,,,,
192,柳林,2021-01-30 00:00,-5.7,,,,.3,,0,,63,,2.5,-11.6,1023.7,,1027.5,,,9,,,,0,0,,,2000,,,-1.9,,,,,
192,柳林,2021-01-30 01:00,-5.4,,,,.8,,360,,61,,2.5,-11.7,1024.3,,1028.1,,,9,,,,0,0,,,1997,,,-2.5,,,,,
192,柳林,2021-01-30 02:00,-7,,,,.5,,50,,70,,2.5,-11.5,1023.8,,1027.7,,,9,,,,0,0,,,1994,,,-3,,,,,
192,柳林,2021-01-30 03:00,-7.6,,,,.1,,0,,74,,2.6,-11.4,1023.8,,1027.7,,,9,,,,0,0,,,1988,,,-3.6,,,,,
192,柳林,2021-01-30 04:00,-8,,,,.1,,0,,76,,2.6,-11.4,1024,,1027.9,,,9,,,,0,0,,,1994,,,-4.1,,,,,
192,柳林,2021-01-30 05:00,-8.2,,,,.7,,90,,75,,2.5,-11.8,1024.2,,1028.1,,,9,,,,0,0,,,2000,,,-4.5,,,,,
192,柳林,2021-01-30 06:00,-8.8,,,,.2,,0,,80,,2.5,-11.6,1024.2,,1028.1,,,9,,,,0,0,,,1861,,,-4.6,,,,,
192,柳林,2021-01-30 07:00,-8.6,,,,.8,,50,,77,,2.5,-11.9,1024.3,,1028.2,,,9,,,,0,0,,,1765,,,-4.7,,,,,
192,柳林,2021-01-30 08:00,-7.9,,,,.5,,110,,79,,2.7,-10.9,1024.3,,1028.2,,0,,.03,,,2,2,,15,1824,,,-3.8,,,,,
192,柳林,2021-01-30 09:00,-5,,,,.1,,0,,71,,3,-9.4,1024.4,,1028.2,,.9,,.46,,,2,2,,12,1847,,,-1.8,,,,,
192,柳林,2021-01-30 10:00,-2,,,,.3,,0,,71,,3.8,-6.5,1023.9,,1027.7,,.9,,.84,,,5,5,,13,1832,,,-.5,,,,,
192,柳林,2021-01-30 11:00,2.2,,,,2.1,,200,,62,,4.4,-4.3,1023.4,,1027.1,,.2,,.68,,,5,5,,12,1660,,,-.5,,,,,
192,柳林,2021-01-30 12:00,4.3,,,,2.1,,180,,59,,4.9,-3,1022.7,,1026.4,,.3,,.99,,,4,4,,11,1401,,,-.3,,,,,
192,柳林,2021-01-30 13:00,7.1,,,,2.6,,250,,54,,5.5,-1.5,1021.3,,1024.9,,.7,,1.59,,,4,3,,14,1567,,,1.6,,,,,
192,柳林,2021-01-30 14:00,8.3,,,,4.7,,230,,49,,5.4,-1.8,1020.4,,1024,,1,,2.05,,,5,0,,,1486,,,5,,,,,
192,柳林,2021-01-30 15:00,9.1,,,,5.2,,250,,48,,5.6,-1.3,1020.5,,1024.1,,1,,1.86,,,6,0,,,1249,,,5.5,,,,,
192,柳林,2021-01-30 16:00,8.6,,,,4.3,,250,,50,,5.6,-1.2,1021.3,,1024.9,,.9,,1.13,,,7,0,,,1335,,,4.6,,,,,
192,柳林,2021-01-30 17:00,8.3,,,,1.7,,250,,51,,5.6,-1.2,1021.6,,1025.2,,.2,,.34,,,4,0,,,1344,,,3.5,,,,,
192,柳林,2021-01-30 18:00,7.6,,,,1.6,,160,,54,,5.6,-1.1,1022.1,,1025.7,,0,,.09,,,3,2,,22,1280,,,1.8,,,,,
192,柳林,2021-01-30 19:00,7.4,,,,2.5,,230,,55,,5.7,-1,1022.3,,1025.9,,,9,,,,0,0,,,1159,,,1.3,,,,,
192,柳林,2021-01-30 20:00,2.5,,,,.6,,50,,70,,5.1,-2.4,1023.1,,1026.8,,,9,,,,4,2,,14,924,,,0,,,,,
192,柳林,2021-01-30 21:00,.4,,,,.2,,0,,79,,5,-2.8,1024,,1027.7,,,9,,,,6,6,,14,1037,,,.3,,,,,
192,柳林,2021-01-30 22:00,-1,,,,0,,0,,83,,4.7,-3.5,1024.8,,1028.6,,,9,,,,6,0,,,930,,,.2,,,,,
192,柳林,2021-01-30 23:00,-2.1,,,,.4,,0,,89,,4.7,-3.6,1025.1,,1028.9,,,9,,,,3,0,,,702,,,.1,,,,,
192,柳林,2021-01-31 00:00,-2.6,,,,.1,,0,,90,,4.5,-4,1025.8,,1029.6,,,9,,,,0,0,,,570,,,0,,,,,
192,柳林,2021-01-31 01:00,-2.8,,,,.3,,0,,92,,4.6,-3.9,1026.1,,1029.9,,,9,,,,0,0,,,581,,,-.4,,,,,
192,柳林,2021-01-31 02:00,-3.6,,,,.2,,0,,93,,4.4,-4.5,1026.4,,1030.2,,,9,,,,0,0,,,502,,,-.5,,,,,
192,柳林,2021-01-31 03:00,-4.2,,,,.1,,0,,93,,4.2,-5.1,1026.4,,1030.2,,,9,,,,0,0,,,487,,,-.9,,,,,
192,柳林,2021-01-31 04:00,-4.9,,,,0,,0,,93,,4,-5.8,1026.5,,1030.3,,,9,,,,0,0,,,424,,,-1.3,,,,,
192,柳林,2021-01-31 05:00,-5.4,,,,.2,,0,,92,,3.8,-6.4,1027,,1030.8,,,9,,,,0,0,,,475,,,-1.8,,,,,
192,柳林,2021-01-31 06:00,-5.4,,,,.4,,0,,93,,3.8,-6.3,1027.3,,1031.1,,,9,,,,0,0,,,428,,,-2.3,,,,,
192,柳林,2021-01-31 07:00,-5.7,,,,0,,0,,92,,3.7,-6.7,1027.5,,1031.3,,,9,,,,0,0,,,446,,,-2.8,,,,,
192,柳林,2021-01-31 08:00,-5.8,,,,0,,0,,92,,3.7,-6.8,1027.8,,1031.6,,0,,.03,,,0,0,,,417,,,-2.8,,,,,
