일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계
2016-09-13,화,2769,511,108,52,0.0,모닝롤/토마토샌드  우유/주스 스크램블에그 새송이죽/쌀밥 (쌀:국내산) 감자국  멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 토란국  매운돼지갈비찜  어묵볶음  쑥갓두부무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  모듬묵*양념장  치커리유자무침  열무김치 (김치:국내산) ,820.0,238.0
2016-09-19,월,2769,167,180,550,0.0,모닝롤/와플  우유/주스 구운계란 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  오리훈제고추장볶음  계란말이  애호박나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 수제비국  탕평채  탕평채  치커리사과무침  깍두기 (김치:국내산) ,1271.0,662.0
2016-09-20,화,2769,69,227,588,0.0,모닝롤/고구마샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 쇠고기미역국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  레몬탕수육  감자채볶음  참나물생채  포기김치 (김치:국내산)   ,콩나물밥 (쌀:국내산) 맑은국  장어강정  마늘쫑볶음  포도주스  포기김치 (김치:국내산) ,1039.0,627.0
2016-09-21,수,2769,58,246,0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 버섯들깨탕  김가루실파무침  포기김치 (김치:국내산) ,열무비빔밥 (쌀:국내산) 팽이장국  너비아니구이  땅콩조림  핫도그/음료  깍두기 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠고기모둠장조림  해물파전  오이맛살초무침  포기김치 (김치:국내산) ,1068.0,603.0
2016-09-22,목,2769,137,253,403,0.0,모닝롤/옥수수샌드  우유/주스 구운계란 쇠고기죽/쌀밥 (쌀:국내산) 된장찌개  브로컬리들깨무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  임연수찜  햄피망볶음  단배추나물  포기김치 (김치:국내산)   ,유부초밥 (쌀:국내산) 꼬지어묵우동  모듬떡볶이  맛탕  단무지  포기김치 (김치:국내산) ,891.0,533.0
2016-09-23,금,2769,165,278,99,0.0,모닝롤/카스텔라  우유/주스 계란후라이  크림누룽지탕/쌀밥 (쌀:국내산) 김치국  숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  소고기숙주볶음  두부조림  무생채  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  수제돈까스  통도라지구이  미역무침/콘샐러드  포기김치 (김치:국내산) ,716.0,562.0
2016-09-26,월,2769,70,224,494,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 꽃게탕  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  유자청돈육볶음  우엉잡채  양배추쌈&쌈장  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 무채맑은국  갈치조림  두부계란부침  청경채생채  포기김치 (김치:국내산) ,1185.0,710.0
2016-09-27,화,2769,56,233,380,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 흑임자죽/쌀밥 (쌀:국내산) 민물새우찌개  도라지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 느타리버섯국  간장파닭  쫄면무침  열무된장나물  포기김치 (김치:국내산)   ,쇠고기숙주규동덮밥 (쌀:국내산) 미소장국  탕수어  또띠아칩  무피클  배추겉절이 (김치:국내산) ,1033.0,550.0
2016-09-28,수,2769,50,225,0,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 수삼닭죽/쌀밥 (쌀:국내산) 맑은만두육개장  무생채  포기김치 (김치:국내산) ,카레덮밥 (쌀:국내산) 맑은국  샐러드파스타  새송이버섯조림  오이무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 조갯살미역국  미니채소떡갈비  홍어채무침  유채나물  포기김치 (김치:국내산) ,1128.0,591.0
2016-09-29,목,2769,153,227,331,0.0,모닝롤/에그샌드  우유/주스 구운계란 누룽지탕/쌀밥 (쌀:국내산) 감자국  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육장조림  호박부추전  올방개묵무침  포기김치 (김치:국내산)   ,충무김밥 (쌀:국내산) 잔치국수  오징어무침  군고구마  단무지  석박지 (김치:국내산) ,1044.0,622.0
2016-09-30,금,2769,158,256,59,0.0,모닝롤/크로와상  우유/주스 계란후라이  단호박죽/쌀밥 (쌀:국내산) 콩나물국  크랜베리멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  꽁치한마리구이  가지볶음  브로컬리초장  알타리김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  돈육강정  계란찜  매운어묵볶음  포기김치 (김치:국내산) ,843.0,539.0
2016-10-04,화,2670,59,239,1035,0.0,모닝롤/후르츠팬케익  우유/주스 구운계란 견과류죽/쌀밥 (쌀:국내산) 북어채국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  버섯불고기 (쇠고기:호주산) 골뱅이소면무침  마늘쫑건새우볶음  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개 (돼지고기:국내산) 닭볶음 (닭고기:국내산) 해파리냉채  상추치커리무침  포기김치 (김치:국내산) ,1262.0,902.0
2016-10-05,수,2670,41,228,0,0.0,모닝롤/참치샌드  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 어묵국  감자채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개 (쇠고기:호주산) 매운주꾸미볶음  모둠소세지구이  콩나물무침  포기김치 (김치:국내산)   ,"쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  미니함박조림 (쇠고기:호주산,돈육:국내산) 실곤약초무침  취나물  포기김치 (김치:국내산) ",1336.0,905.0
2016-10-06,목,2670,56,245,378,0.0,모닝롤/브라우니  우유/주스 구운계란 해물죽/쌀밥 (쌀:국내산) 고추장찌개  구구마순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  한방소갈비찜 (쇠고기:호주산) 오징어숙회무침  동태/새송이전  배추겉절이 (김치:국내산)   ,작은밥 (쌀:국내산) 짬뽕  군만두  과일샐러드  단무지  포기김치 (김치:국내산) ,1196.0,352.0
2016-10-07,금,2670,144,252,80,0.0,모닝롤/베이컨샌드  우유/주스 계란후라이  팥죽/쌀밥 (쌀:국내산) 연두부탕  시래기조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  표고돈육탕수 (돼지고기:국내산) 메추리알곤약조림  부추생채  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (쇠고기:호주산) 코다리엿장조림  옥수수전  아삭고추무침  알타리김치 (김치:국내산) ,843.0,554.0
2016-10-10,월,2670,104,216,443,0.0,모닝롤/프렌치토스트  우유/주스 구운계란 홍게살죽/쌀밥 (쌀:국내산) 호박젓국찌개  검정콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  맛살계란말이  참나물무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈육굴소스볶음  삼치조림  상추초무침  포기김치 (김치:국내산) ,1180.0,546.0
2016-10-11,화,2670,69,256,386,0.0,모닝롤/바나나샌드  우유/주스 계란후라이 양송이죽/쌀밥 (쌀:국내산) 오징어국  미역나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  목살스테이크  버섯잡채  오이무침  배추겉절이 (김치:국내산)   ,김치볶음밥 (쌀:국내산) 미소장국  궁중떡볶음  옥수수맛탕  무피클  포기김치 (김치:국내산) ,1014.0,522.0
2016-10-12,수,2670,64,251,0,0.0,모닝롤/롤케익  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 얼큰소고기국  김구이  포기김치 (김치:국내산) ,산채비빔밥*강된장 (쌀:국내산) 팽이버섯국  생선커틀릿 *타르타르소스  오복지무침  오렌지주스  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 황태국  닭오븐구이  비엔나감자볶음  도라지초무침  포기김치 (김치:국내산) ,951.0,527.0
2016-10-13,목,2670,66,262,612,0.0,모닝롤/식빵피자  우유/주스 구운계란 브로컬리죽/쌀밥 (쌀:국내산) 김치두부국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 떡국  마늘치킨  모듬묵*양념장  열무된장나물  포기김치 (김치:국내산)   ,통새우김밥 (쌀:국내산) 어묵우동  찹쌀순대볶음  단무지무침  요플레  포기김치 (김치:국내산) ,1051.0,667.0
2016-10-14,금,2670,144,265,172,0.0,모닝롤/단팥빵  우유/주스 계란후라이  누룽지탕/쌀밥 (쌀:국내산) 아욱국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 건새우무국  등갈비김치찜  계란버섯장조림  애호박나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  탕수어  두부새싹구이  양념깻잎지  알타리김치 (김치:국내산) ,898.0,544.0
2016-10-17,월,2670,107,241,425,0.0,모닝롤/마늘빵  우유/주스 구운계란 흑임자죽/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  소불고기  모둠양채쌈  매운어묵볶음  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  닭매운찜 (닭고기:국내산) 고기전  참나물땅콩무침  포기김치 (김치:국내산) ,1196.0,527.0
2016-10-18,화,2670,53,262,394,0.0,모닝롤/야채샌드  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 매운버섯국  시금치나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  미트볼칠리조림  부추전  치커리유자청무침  포기김치 (김치:국내산)   ,나가사키면&김 (쌀:국내산) 참치주먹밥  개성감자만두  꽃맛살샐러드  음료  포기김치 (김치:국내산) ,994.0,544.0
2016-10-19,수,2670,72,267,0,0.0,모닝롤/베이글  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  감자채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  유린기 (닭고기:국내산) 셀프무쌈말이  멸치크렌베리볶음  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돼지갈비찜  오징어&브로컬리숙회  콩자반  포기김치 (김치:국내산) ,933.0,475.0
2016-10-20,목,2670,105,269,281,0.0,모닝롤/씨크립샌드  우유/주스 구운계란 늙은호박죽/쌀밥 (쌀:국내산) 고추장찌개  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈신탕(해장탕) (돼지고기:국내산) 꽁치김치말이  메밀버섯전  쑥갓두부무침  알타리김치 (김치:국내산)   ,옛날왕돈까스 (쌀:국내산) 옥수수스프  샐러드파스타  감자치즈오븐구이  오이피클  포기김치 (김치:국내산) ,787.0,564.0
2016-10-21,금,2670,228,280,62,0.0,모닝롤/프레즐  우유/주스 계란후라이  누룽지탕/쌀밥 (쌀:국내산) 쇠고기무국  콩나물무침  포기김치 (김치:국내산) ,짜장밥 (쌀:국내산) 계란국  사천식탕수육  풍기샐러드  단무지  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 닭개장 (닭고기:국내산) 해물청경채볶음  두부양념조림  파래김*장  포기김치 (김치:국내산) ,760.0,442.0
2016-10-24,월,2670,120,223,367,0.0,모닝롤/찐빵  우유/주스 삶은계란 누룽지탕/쌀밥 (쌀:국내산) 어묵국  고구마순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  제육볶음  해물파전  콩나물무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 북어계란국  닭강정  해파리냉채  유채나물  포기김치 (김치:국내산) ,1171.0,600.0
2016-10-25,화,2670,73,259,345,0.0,모닝롤/햄치즈샌드  우유/주스 계란후라이 견과류죽/쌀밥 (쌀:국내산) 근대국  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  갈치구이  고추잡채*꽃빵  미역레몬초무침  깍두기 (김치:국내산)   ,오므라이스 (쌀:국내산) 가쯔오장국  훈제오리냉채  메추리알조림  고구마맛탕/오렌지  포기김치 (김치:국내산) ,1028.0,559.0
2016-10-26,수,2670,89,258,0,0.0,모닝롤/단호박샌드  우유/주스 삶은계란 누룽지탕/쌀밥 (쌀:국내산) 연두부찌개  마늘쫑맛살볶음  포기김치 (김치:국내산) ,곤드레밥 (쌀:국내산) 배추된장국  데리야끼파닭  실곤약초무침  땅콩조림  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  가자미찜  진미채무침  취나물  포기김치 (김치:국내산) ,854.0,410.0
2016-10-27,목,2670,94,272,240,0.0,모닝롤/고구마파이  우유/주스 스크램블에그 호박죽/쌀밥 (쌀:국내산) 모시조개시금치국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  돈육장조림  두부계란전  해초무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 바지락수제비  유산슬  멕시칸샐러드  핫도그&케찹  배추겉절이 (김치:국내산) ,807.0,454.0
2016-10-28,금,2670,192,277,63,0.0,모닝롤/인절미토스트  우유/주스 계란후라이  야채죽/쌀밥 (쌀:국내산) 콩나물국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 버섯들깨탕  고등어조림  비엔나감자볶음  통도라지구이  알타리김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  떡갈비조림  마파두부  비트무생채  포기김치 (김치:국내산) ,731.0,475.0
2016-10-31,월,2670,134,223,255,0.0,모닝롤/후르츠팬케익  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 들깨미역국  호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  쇠고기숙주볶음  새송이버섯전  홍어채무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  삼치구이  돈육잡채  참나물  포기김치 (김치:국내산) ,1224.0,540.0
2016-11-01,화,2689,70,212,515,0.0,모닝롤/에그샌드  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산) 아욱된장국  콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  닭갈비  생선까스*탈탈소스  시금치나물  포기김치 (김치:국내산)   ,짜장덮밥 (쌀:국내산) 해물짬뽕  군만두  과일샐러드  단무지  포기김치 (김치:국내산) ,1087.0,578.0
2016-11-02,수,2689,73,231,0,0.0,모닝롤/크로와상  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 대구찌개  김자반  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 가쯔오장국  훈제오리/무쌈  양파절임  부추겉절이  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  동파삼겹수육  마늘쫑볶음  얼갈이겉절이  알타리김치 (김치:국내산) ,1006.0,540.0
2016-11-03,목,2689,72,283,408,0.0,모닝롤/토마토샌드  우유/주스 삶은계란 양송이죽/쌀밥 (쌀:국내산) 시래기국  두부조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  쭈꾸미볶음  계란말이  세발나물  포기김치 (김치:국내산)   ,참치회덮밥 (쌀:국내산) 미소장국  새우또띠아/음료  콘샐러드  락교  포기김치 (김치:국내산) ,864.0,553.0
2016-11-04,금,2689,168,276,81,0.0,모닝롤/브라우니  우유/주스 계란후라이  닭죽/쌀밥 (쌀:국내산) 김치두부국  브로컬리들깨무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 사골우거지탕  명태엿장조림  모듬소세지구이  오이무침  석박지 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  황태양념구이  숙주나물  포기김치 (김치:국내산) ,803.0,497.0
2016-11-07,월,2689,133,222,539,0.0,모닝롤/마늘빵  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  유자청제육볶음 (돼지고기:국내산) 날치알계란찜  상추파채무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 목살김치찌개 (돼지고기:국내산) 가자미튀김  비엔나감자볶음  실곤약초무침  깍두기 (김치:국내산) ,1156.0,506.0
2016-11-08,화,2689,60,250,503,0.0,모닝롤/씨크립샌드  우유/주스 계란후라이 크림누룽지탕/쌀밥 (쌀:국내산) 고추장찌개  청포묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개 (쇠고기:호주산) 순살양념치킨 (닭고기:국내산) 동그랑땡전  깻잎지  포기김치 (김치:국내산)   ,낙지볶음덮밥 (쌀:국내산) 맑은국  언양식불고기  꽃맛살샐러드  군고구마  포기김치 (김치:국내산) ,986.0,512.0
2016-11-09,수,2689,58,267,0,0.0,모닝롤/애플파이  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 맑은만두육개장  시금치나물  포기김치 (김치:국내산) ,단호박영양밥 (쌀:국내산) 꽃게탕  고추잡채*꽃빵 (쇠고기:호주산) 연근조림  무생채/귤  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 뼈해장국 (돼지고기:국내산) 고등어양념구이 (고등어:국내산) 두부양념찜  숙주나물  석박지 (김치:국내산) ,920.0,499.0
2016-11-10,목,2689,73,267,385,0.0,모닝롤/식빵피자  우유/주스 삶은계란 야채죽/쌀밥 (쌀:국내산) 어묵탕  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치콩나물국 (김치:국내산) 쇠고기장조림 (쇠고기:호주산) 닭살겨자채 (닭고기:국내산) 멸치아몬드볶음  알타리김치 (김치:국내산)   ,김밥 (쌀:국내산) 계란국  해물볶음우동  비빔야채만두  음료/단무지  포기김치 (김치:국내산) ,795.0,513.0
2016-11-11,금,2689,173,286,69,0.0,모닝롤/롤케익  우유/주스 계란후라이  흑임자죽/쌀밥 (쌀:국내산) 건새우무국  가지두반장볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  칠리탕수육 (돼지고기:국내산) 동태전 (동태:러시아산) 치커리무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕 (닭고기:국내산) 미트볼떡조림 (돼지고기:국내산) 도토리묵무침  단배추나물  포기김치 (김치:국내산) ,652.0,426.0
2016-11-14,월,2689,92,227,461,0.0,모닝롤/바나나팬케익  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 감자국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  소고기버섯볶음 (쇠고기:호주산) 오징어숙회무침  부추호박전  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  매운돼지갈비찜 (돼지고기:국내산) 메추리알곤약조림  아삭고추무침  알타리김치 (김치:국내산) ,1260.0,539.0
2016-11-15,화,2689,66,273,418,0.0,모닝롤/에그샌드  우유/주스 계란후라이 밤죽/쌀밥 (쌀:국내산) 피바지락국  시래기조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치국  닭데리야끼조림 (닭고기:국내산) 햄감자채볶음  브로컬리무침  포기김치 (김치:국내산)   ,"굴소스해물볶음밥 (쌀:국내산) 미소장국  미니햄버거 (쇠고기:호주산,돈육:국내산) 쫄면야채무침  수제오이피클/주스  배추겉절이 (김치:국내산) ",914.0,418.0
2016-11-16,수,2689,60,250,0,0.0,모닝롤/찐빵  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 얼큰소고기국 (쇠고기:호주산) 우엉조림  포기김치 (김치:국내산) ,버섯영양밥 (쌀:국내산) 조랭이떡미역국  유산슬 (쇠고기:호주산) 임연수구이  청경채무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개 (동태:러시아산) 수제돈까스 (돼지고기:국내산) 통도라지구이  시금치나물  포기김치 (김치:국내산) ,888.0,463.0
2016-11-17,목,2689,134,263,411,0.0,모닝롤/야채샌드  우유/주스 삶은계란 홍게살죽/쌀밥 (쌀:국내산) 호박젓국찌개  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕 (쇠고기:호주산) 해물김치전  올방개묵무침  풋고추*양파  깍두기 (김치:국내산)   ,생선초밥 (쌀:국내산) 우동  떡볶이  하와이안샐러드  락교  포기김치 (김치:국내산) ,882.0,551.0
2016-11-18,금,2689,219,287,57,0.0,모닝롤/고구마파이  우유/주스 계란후라이  팥죽/쌀밥 (쌀:국내산) 근대된장국  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  순살깐풍기 (닭고기:국내산) 어묵볶음  쌈다시마초장  갓김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (쇠고기:호주산) 탕수어 (동태:러시아산) 해파리겨자채  김구이  포기김치 (김치:국내산) ,730.0,388.0
2016-11-21,월,2689,94,202,522,0.0,모닝롤/프렌치토스트  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 콩나물국  쑥갓두부무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기된장국  누룽지탕수육  계란찜  도라지초무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 황태국  등갈비김치찜  궁중떡볶음  가지나물  깍두기 (김치:국내산) ,1235.0,616.0
2016-11-22,화,2689,45,238,452,0.0,모닝롤/참치샌드  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 무채국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  쇠고기숙주볶음  새싹두부구이  오이생채  포기김치 (김치:국내산)   ,후난식볶음밥 (쌀:국내산) 팽이장국  새우까스*탈탈소스  찹쌀순대볶음  마늘쫑장아찌  포기김치 (김치:국내산) ,1046.0,580.0
2016-11-23,수,2689,52,251,0,0.0,모닝롤/와플  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 재첩국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부탕  파닭  갈치조림  청포묵무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국  쭈꾸미볶음  고기전  상추겉절이  포기김치 (김치:국내산) ,891.0,482.0
2016-11-24,목,2689,61,262,351,0.0,모닝롤/바나나샌드  우유/주스 삶은계란 단호박죽/쌀밥 (쌀:국내산) 아욱국  숙주미나리나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 수제비국  짬뽕불고기  우엉잡채  참나물  포기김치 (김치:국내산)   ,멸치주먹밥 (쌀:국내산) 잔치국수  또띠아피자  브로컬리꽃맛살샐러드  무피클  포기김치 (김치:국내산) ,870.0,498.0
2016-11-25,금,2689,200,279,68,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이  녹두죽/쌀밥 (쌀:국내산) 꽃게탕  느타리버섯볶음  포기김치 (김치:국내산) ,카레덮밥 (쌀:국내산) 맑은국  통감자오븐구이  샐러드파스타  연근땅콩조림  베추겉절이 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  장어강정  옥수수전  취나물/요구르트  포기김치 (김치:국내산) ,720.0,392.0
2016-11-28,월,2689,114,219,397,0.0,모닝롤/단팥빵  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기느타리국  오징어볶음  모둠소시지구이  물파래무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  닭강정  꽁치한마리구이  겨울초겉절이  포기김치 (김치:국내산) ,1246.0,623.0
2016-11-29,화,2689,84,218,388,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 새우살죽/쌀밥 (쌀:국내산) 어묵국  방풍나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  제육볶음  늙은호박전  모둠쌈  포기김치 (김치:국내산)   ,참치주먹밥 (쌀:국내산) 짬뽕  야채튀김  홍시드레싱샐러드  푸딩  포기김치 (김치:국내산) ,900.0,587.0
2016-11-30,수,2689,68,207,0,0.0,모닝롤/카스텔라  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 고추장찌개  김자반  포기김치 (김치:국내산) ,나물비빔밥 (쌀:국내산) 가쯔오장국  치킨핑거*요거트D  감자샐러드  오복지무침  포기김치 (김치:국내산)   ,    *        ,1109.0,0.0
2016-12-01,목,2705,84,243,688,0.0,모닝롤/토마토샌드  우유/주스 삶은계란 땅콩죽/쌀밥 (쌀:국내산) 배추된장국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  모둠장조림  골뱅이무침*소면  톳두부무침  알타리김치 (김치:국내산)   ,김치볶음밥 (쌀:국내산) 미소장국  수제고로케*케찹  갈비만두  단무지  봄동겉절이 (김치:국내산) ,956.0,571.0
2016-12-02,금,2705,183,272,152,0.0,모닝롤/베이글  우유/주스 계란후라이  팥죽/쌀밥 (쌀:국내산) 황태국  새송이볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 떡국  양념찜닭  콩나물겨자채  청경채무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  미니함박조림  연두부*양념장  오이사과생채  포기김치 (김치:국내산) ,766.0,448.0
2016-12-05,월,2705,101,207,839,0.0,모닝롤/마늘빵  우유/주스 스크램블에그 누룽지탕/쌀밥 (쌀:국내산) 무채국  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  훈제오리구이 (훈제오리:국내산) 참치야채전  무쌈말이  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 매운감자국  소고기숙주볶음 (쇠고기:호주산) 코다리엿장조림  치커리단감무침  포기김치 (김치:국내산) ,1110.0,560.0
